ano,sigla_uf,sexo,raca_cor,condicao_forca_trabalho,categoria_ocupacao,total_pessoas,rendimento_medio_trabalho
2017,MG,Feminino,3,1,Empregador,2,1900
2017,AL,Masculino,2,1,Empregador,3,1045.6666666666667
2018,PI,Masculino,2,1,Empregador,9,2222.2222222222222
2021,SE,Masculino,4,1,Empregador,67,3329.4776119402986
2015,ES,Masculino,1,1,Empregador,184,5672.0434782608691
2015,MG,Masculino,4,1,Empregador,228,3194.3508771929824
2012,PR,Feminino,2,1,Empregador,2,5625
2012,MA,Feminino,1,1,Empregador,23,2590.0869565217395
2015,AC,Masculino,2,1,Empregador,5,2740
2012,CE,Feminino,2,1,Empregador,3,2233.3333333333335
2023,AM,Feminino,4,1,Empregador,25,6570.4
2016,PA,Feminino,4,1,Empregador,52,2236.9230769230767
2016,PE,Masculino,4,1,Empregador,83,4477.7108433734938
2016,PE,Feminino,4,1,Empregador,35,3256
2013,PE,Masculino,4,1,Empregador,88,4302.011363636364
2016,RJ,Masculino,1,1,Empregador,226,5311.7699115044252
2014,MT,Masculino,1,1,Empregador,115,4874.9913043478264
2021,SP,Feminino,1,1,Empregador,158,6112.0063291139231
2018,SP,Masculino,2,1,Empregador,23,5286.9565217391309
2019,PE,Masculino,2,1,Empregador,9,4488.8888888888887
2018,AM,Feminino,3,1,Empregador,1,2000
2017,PB,Masculino,5,1,Empregador,1,4000
2024,AP,Feminino,2,1,Empregador,1,5000
2019,RO,Masculino,2,1,Empregador,5,6033.2
2024,CE,Masculino,5,1,Empregador,1,1250
2015,SE,Masculino,4,1,Empregador,51,2677.8431372549021
2015,TO,Feminino,4,1,Empregador,20,3314.5
2023,MA,Feminino,4,1,Empregador,29,3064.8275862068967
2023,MS,Masculino,5,1,Empregador,1,15000
2023,TO,Masculino,1,1,Empregador,46,9686
2015,DF,Masculino,3,1,Empregador,5,4010
2013,PE,Feminino,4,1,Empregador,42,3059.2857142857138
2013,AM,Feminino,4,1,Empregador,30,3916.666666666667
2013,TO,Masculino,4,1,Empregador,48,3291
2022,PR,Feminino,1,1,Empregador,181,6190.2817679558011
2024,MA,Feminino,4,1,Empregador,28,7144.0357142857138
2018,RO,Feminino,2,1,Empregador,4,7375
2022,RR,Feminino,1,1,Empregador,5,12200
2021,PE,Feminino,4,1,Empregador,26,6259
2020,PE,Masculino,2,1,Empregador,6,2791.666666666667
2021,PI,Masculino,2,1,Empregador,7,1628.5714285714284
2018,DF,Feminino,3,1,Empregador,1,6000
2017,SE,Feminino,4,1,Empregador,35,2320
2022,SC,Masculino,5,1,Empregador,1,25000
2019,RJ,Masculino,4,1,Empregador,114,5792.5438596491222
2024,PB,Masculino,5,1,Empregador,1,2500
2024,PE,Masculino,2,1,Empregador,9,5634.666666666667
2019,BA,Masculino,9,1,Empregador,1,1500
2019,PA,Masculino,5,1,Empregador,1,2500
2015,MG,Feminino,1,1,Empregador,149,3480.3624161073831
2012,MG,Masculino,3,1,Empregador,1,10000
2023,AL,Feminino,3,1,Empregador,1,3000
2015,AM,Masculino,2,1,Empregador,1,5000
2012,PI,Feminino,2,1,Empregador,2,1250
2023,MS,Feminino,1,1,Empregador,48,7297.9166666666661
2014,PA,Masculino,3,1,Empregador,3,5500
2014,AL,Masculino,4,1,Empregador,63,2894.7619047619046
2013,SE,Feminino,3,1,Empregador,1,2000
2019,SP,Masculino,4,1,Empregador,145,5116.8965517241377
2020,MG,Feminino,4,1,Empregador,50,3299.7999999999997
2020,RS,Masculino,2,1,Empregador,3,2696.6666666666665
2017,RS,Masculino,1,1,Empregador,540,5786.5500000000029
2017,MG,Masculino,4,1,Empregador,262,3693.980916030534
2018,PB,Masculino,4,1,Empregador,95,3713.0315789473684
2022,TO,Feminino,1,1,Empregador,8,8321.7499999999982
2021,ES,Masculino,4,1,Empregador,76,5134.0921052631584
2019,GO,Masculino,1,1,Empregador,148,5345.8378378378384
2024,RR,Masculino,2,1,Empregador,11,5837.454545454545
2022,SE,Feminino,4,1,Empregador,11,3056.7272727272725
2022,SE,Feminino,3,1,Empregador,1,16000
2019,AC,Feminino,1,1,Empregador,9,6277.5555555555547
2020,RO,Feminino,5,1,Empregador,1,30000
2012,SC,Masculino,3,1,Empregador,4,5300
2012,DF,Feminino,1,1,Empregador,23,4319.304347826087
2012,RN,Masculino,4,1,Empregador,43,2126.6511627906975
2012,SE,Feminino,4,1,Empregador,29,1771.8620689655174
2012,PA,Masculino,1,1,Empregador,86,3926.1279069767447
2023,SP,Feminino,3,1,Empregador,12,5150
2014,PR,Feminino,4,1,Empregador,20,2206.25
2014,AM,Masculino,1,1,Empregador,53,8050.8490566037726
2017,BA,Masculino,4,1,Empregador,140,3183.5285714285715
2022,PR,Feminino,4,1,Empregador,27,2930.962962962963
2017,SC,Feminino,4,1,Empregador,20,4601.85
2016,PI,Feminino,4,1,Empregador,25,2431.6
2021,AM,Feminino,1,1,Empregador,16,5012.5
2022,AC,Feminino,1,1,Empregador,6,3768.666666666667
2022,GO,Feminino,4,1,Empregador,58,3862.3448275862074
2019,GO,Feminino,4,1,Empregador,58,3543.8275862068963
2024,PE,Masculino,5,1,Empregador,2,1350
2019,CE,Masculino,3,1,Empregador,1,2000
2023,GO,Masculino,3,1,Empregador,1,150000
2023,MS,Feminino,2,1,Empregador,4,4800
2016,PA,Feminino,1,1,Empregador,21,2326
2023,PA,Masculino,3,1,Empregador,1,15000
2013,AP,Masculino,4,1,Empregador,35,4004.1714285714293
2018,MS,Masculino,5,1,Empregador,1,2500
2022,SP,Masculino,4,1,Empregador,124,4908.177419354839
2017,RO,Feminino,3,1,Empregador,1,7500
2022,BA,Masculino,2,1,Empregador,31,2716.9032258064517
2022,CE,Feminino,1,1,Empregador,42,5258.8571428571431
2022,ES,Feminino,2,1,Empregador,5,1839.9999999999998
2020,PR,Masculino,2,1,Empregador,6,3583.3333333333335
2020,AM,Feminino,4,1,Empregador,16,2359.0625
2019,DF,Feminino,1,1,Empregador,39,7279.4358974358975
2018,RJ,Feminino,5,1,Empregador,1,4000
2022,DF,Feminino,3,1,Empregador,1,1600
2019,AC,Masculino,1,1,Empregador,19,7363.1578947368425
2017,DF,Masculino,1,1,Empregador,73,10249.821917808218
2015,MG,Feminino,4,1,Empregador,66,3676.121212121212
2012,MT,Masculino,4,1,Empregador,62,3524.354838709678
2015,PB,Masculino,1,1,Empregador,54,3412.7407407407404
2014,RJ,Masculino,2,1,Empregador,19,2161.7368421052633
2014,RR,Masculino,4,1,Empregador,43,3707.53488372093
2013,RS,Feminino,1,1,Empregador,215,3188.1162790697676
2023,AC,Masculino,2,1,Empregador,4,3600
2016,RS,Feminino,1,1,Empregador,242,3907.3636363636356
2014,CE,Feminino,4,1,Empregador,63,2743.1904761904761
2016,MG,Feminino,3,1,Empregador,2,1750
2016,RO,Masculino,2,1,Empregador,5,2795
2018,AL,Feminino,2,1,Empregador,2,2020
2022,PR,Masculino,1,1,Empregador,323,7678.9256965944269
2018,SC,Masculino,4,1,Empregador,38,3319.8421052631579
2022,SC,Feminino,1,1,Empregador,214,5166.065420560747
2017,PR,Feminino,2,1,Empregador,3,3166.6666666666665
2024,ES,Masculino,1,1,Empregador,169,7044.2071005917169
2019,RS,Masculino,1,1,Empregador,495,6957.7858585858585
2022,BA,Feminino,1,1,Empregador,21,3202.8571428571431
2020,MS,Masculino,2,1,Empregador,7,4164
2022,DF,Feminino,2,1,Empregador,3,3269.666666666667
2021,DF,Feminino,4,1,Empregador,22,4188.636363636364
2012,MT,Masculino,2,1,Empregador,6,4500
2023,RR,Masculino,1,1,Empregador,19,8648.4210526315783
2023,PR,Masculino,1,1,Empregador,286,7891.25874125874
2023,SP,Masculino,2,1,Empregador,22,5489.545454545455
2014,BA,Masculino,4,1,Empregador,110,2704.4727272727278
2013,SP,Feminino,1,1,Empregador,215,4384.6790697674423
2017,PE,Feminino,1,1,Empregador,42,5007.3095238095229
2023,PA,Feminino,5,1,Empregador,2,10000
2013,SC,Masculino,2,1,Empregador,4,2157
2016,RN,Feminino,4,1,Empregador,8,2737.5
2018,MS,Feminino,4,1,Empregador,26,3407.8461538461543
2018,RR,Feminino,1,1,Empregador,11,4659.454545454546
2022,RJ,Masculino,4,1,Empregador,95,6864.4210526315783
2017,PB,Masculino,1,1,Empregador,78,5189.0641025641025
2017,SE,Feminino,1,1,Empregador,17,4229.411764705882
2024,RJ,Masculino,1,1,Empregador,246,10804.979674796748
2021,MA,Feminino,2,1,Empregador,4,3862.5
2018,MT,Feminino,1,1,Empregador,50,2802.2400000000007
2018,RS,Feminino,2,1,Empregador,1,1500
2019,DF,Masculino,5,1,Empregador,2,600
2022,GO,Feminino,1,1,Empregador,88,5810.045454545454
2022,MT,Feminino,5,1,Empregador,1,5000
2020,MS,Feminino,3,1,Empregador,1,1500
2020,AC,Masculino,1,1,Empregador,11,9185.90909090909
2019,AC,Masculino,4,1,Empregador,54,4401.74074074074
2020,RR,Feminino,1,1,Empregador,6,3416.6666666666665
2018,AC,Masculino,5,1,Empregador,1,2000
2012,AC,Masculino,4,1,Empregador,70,4216.8285714285721
2015,AC,Masculino,3,1,Empregador,1,7000
2012,AM,Masculino,3,1,Empregador,1,4000
2012,MS,Feminino,4,1,Empregador,16,3377.125
2023,MG,Feminino,1,1,Empregador,129,6482.2790697674418
2023,ES,Feminino,1,1,Empregador,64,6776.8749999999991
2023,PA,Feminino,4,1,Empregador,50,4244.4
2013,SP,Feminino,4,1,Empregador,39,2434.7692307692305
2016,AM,Masculino,1,1,Empregador,32,4960.96875
2013,TO,Feminino,4,1,Empregador,8,1675
2020,RJ,Feminino,1,1,Empregador,70,7230.7142857142853
2022,SP,Feminino,3,1,Empregador,15,6266.6666666666661
2018,AC,Masculino,1,1,Empregador,24,4618.75
2020,SP,Feminino,4,1,Empregador,21,3321.1904761904757
2020,PA,Masculino,2,1,Empregador,8,2637.5
2018,SE,Masculino,4,1,Empregador,82,3893.4878048780497
2022,MT,Feminino,1,1,Empregador,39,7372.1025641025644
2020,RO,Masculino,2,1,Empregador,5,8029
2020,DF,Masculino,9,1,Empregador,1,2000
2012,RN,Feminino,1,1,Empregador,20,3462.2
2012,RO,Masculino,4,1,Empregador,35,2732.0571428571425
2023,RR,Masculino,2,1,Empregador,4,5750
2013,PB,Feminino,1,1,Empregador,23,3283.391304347826
2016,SE,Masculino,4,1,Empregador,64,2475.625
2023,GO,Masculino,4,1,Empregador,123,9007.3170731707341
2016,TO,Feminino,4,1,Empregador,10,3250
2013,RN,Feminino,4,1,Empregador,20,2069.2
2016,MG,Feminino,2,1,Empregador,14,2485.7142857142858
2022,PR,Masculino,4,1,Empregador,81,5804.37037037037
2024,PR,Masculino,4,1,Empregador,67,5703.880597014926
2019,MT,Masculino,1,1,Empregador,103,6427.7087378640772
2021,PE,Feminino,2,1,Empregador,2,2500
2016,PE,Masculino,2,1,Empregador,1,1000
2022,RJ,Feminino,3,1,Empregador,1,10000
2012,MG,Masculino,4,1,Empregador,238,2626.4747899159661
2015,GO,Feminino,1,1,Empregador,58,3649.5517241379312
2015,RO,Feminino,2,1,Empregador,1,1500
2012,SE,Masculino,4,1,Empregador,77,1998.4675324675325
2012,RO,Feminino,4,1,Empregador,10,1732.2
2023,PR,Masculino,3,1,Empregador,6,6433.333333333333
2014,PR,Masculino,4,1,Empregador,80,3403.35
2023,RS,Masculino,4,1,Empregador,31,4723.8709677419356
2017,SP,Masculino,4,1,Empregador,108,5191.083333333333
2014,MT,Feminino,5,1,Empregador,1,1500
2017,MT,Masculino,4,1,Empregador,76,5783.8684210526317
2013,RO,Feminino,1,1,Empregador,14,3480.5714285714284
2013,ES,Feminino,4,1,Empregador,43,4092.0465116279074
2018,BA,Masculino,3,1,Empregador,1,4000
2018,RR,Masculino,1,1,Empregador,23,5186.9565217391309
2024,CE,Feminino,4,1,Empregador,31,5157.3548387096771
2022,CE,Feminino,4,1,Empregador,47,2879.2340425531916
2021,RO,Masculino,3,1,Empregador,1,5000
2021,PA,Masculino,3,1,Empregador,3,2983.3333333333335
2024,AL,Masculino,3,1,Empregador,1,1412
2021,SE,Feminino,4,1,Empregador,14,6757.1428571428578
2016,TO,Feminino,2,1,Empregador,1,3000
2024,SP,Masculino,5,1,Empregador,1,3000
2015,SC,Feminino,1,1,Empregador,243,3142.699588477366
2012,AC,Masculino,2,1,Empregador,5,3040
2015,ES,Masculino,3,1,Empregador,1,13000
2012,SP,Feminino,5,1,Empregador,1,4000
2023,MG,Masculino,1,1,Empregador,319,7367.7304075235106
2014,PA,Masculino,1,1,Empregador,70,3949.9999999999995
2016,MA,Masculino,4,1,Empregador,111,2765.2252252252247
2014,RR,Feminino,1,1,Empregador,16,2968.75
2016,RJ,Masculino,4,1,Empregador,81,3508.7654320987658
2016,AL,Feminino,4,1,Empregador,22,2496.818181818182
2013,CE,Feminino,3,1,Empregador,2,3500
2014,MT,Feminino,2,1,Empregador,3,5000
2013,SC,Feminino,4,1,Empregador,5,1341.2
2014,AP,Feminino,4,1,Empregador,8,2574.75
2017,PI,Masculino,4,1,Empregador,92,2770.119565217391
2017,MS,Masculino,2,1,Empregador,8,1912.5
2017,RJ,Feminino,1,1,Empregador,114,4711.228070175438
2021,RS,Masculino,4,1,Empregador,21,3939.2857142857147
2018,TO,Masculino,2,1,Empregador,4,18750
2017,AC,Masculino,2,1,Empregador,4,3645.75
2018,MA,Feminino,4,1,Empregador,41,4173.9756097560976
2021,RJ,Feminino,2,1,Empregador,6,3916.6666666666665
2020,ES,Masculino,2,1,Empregador,11,4825.454545454545
2021,SP,Feminino,5,1,Empregador,1,3500
2020,MT,Masculino,3,1,Empregador,3,7666.666666666667
2018,GO,Masculino,4,1,Empregador,151,5132.5695364238418
2019,TO,Masculino,2,1,Empregador,11,2094.5454545454545
2017,MG,Feminino,2,1,Empregador,14,3081.2142857142858
2021,RO,Masculino,2,1,Empregador,7,4669.7142857142853
2021,RO,Feminino,5,1,Empregador,1,5000
2018,PE,Masculino,4,1,Empregador,107,3542.3925233644864
2020,SC,Feminino,3,1,Empregador,1,10000
2018,MT,Masculino,1,1,Empregador,132,6241.2424242424249
2017,AP,Feminino,1,1,Empregador,2,3250
2021,MT,Feminino,3,1,Empregador,2,5000
2021,DF,Masculino,2,1,Empregador,11,6695.454545454545
2022,RO,Feminino,4,1,Empregador,17,3165.4117647058824
2020,DF,Masculino,4,1,Empregador,39,4488.0769230769238
2016,AP,Feminino,4,1,Empregador,10,2875
2015,CE,Feminino,1,1,Empregador,45,3715.2888888888888
2015,MG,Feminino,2,1,Empregador,6,2083.3333333333335
2012,MG,Feminino,4,1,Empregador,70,2200.7285714285713
2015,GO,Masculino,3,1,Empregador,2,11000
2015,AP,Feminino,4,1,Empregador,7,2094.8571428571427
2014,RJ,Masculino,1,1,Empregador,288,5212.7361111111113
2016,PE,Masculino,3,1,Empregador,2,2750
2016,MA,Feminino,2,1,Empregador,7,1428.5714285714287
2016,BA,Masculino,2,1,Empregador,30,2385
2017,SP,Feminino,4,1,Empregador,46,4046.4565217391305
2014,PE,Masculino,9,1,Empregador,1,2700
2016,AL,Masculino,4,1,Empregador,67,3047.4626865671639
2013,PA,Masculino,3,1,Empregador,1,4000
2016,GO,Masculino,4,1,Empregador,111,3931.5315315315315
2014,RS,Feminino,2,1,Empregador,2,1612
2022,MA,Feminino,1,1,Empregador,36,5389.2222222222226
2019,TO,Feminino,2,1,Empregador,1,10000
2024,AL,Feminino,4,1,Empregador,35,4174.7428571428582
2017,MG,Masculino,3,1,Empregador,6,5633.333333333333
2017,PA,Masculino,5,1,Empregador,1,2000
2019,RO,Feminino,1,1,Empregador,17,6029.4117647058829
2020,DF,Feminino,1,1,Empregador,20,6640
2021,MS,Feminino,5,1,Empregador,1,3000
2015,RJ,Feminino,1,1,Empregador,116,5597.1896551724139
2012,PR,Masculino,1,1,Empregador,423,4215.567375886525
2012,PA,Masculino,4,1,Empregador,137,2397.9854014598536
2014,BA,Masculino,2,1,Empregador,29,3721.5172413793102
2014,AM,Feminino,1,1,Empregador,16,3581.25
2013,AC,Masculino,4,1,Empregador,52,5383.8653846153848
2014,ES,Feminino,9,1,Empregador,1,5000
2014,AM,Masculino,3,1,Empregador,1,6000
2017,RN,Feminino,4,1,Empregador,18,3206.166666666667
2016,RO,Masculino,4,1,Empregador,52,3312.4230769230771
2021,RJ,Masculino,2,1,Empregador,16,3587.5
2017,GO,Feminino,3,1,Empregador,1,2000
2024,SP,Feminino,3,1,Empregador,14,6607.1428571428569
2017,RR,Masculino,4,1,Empregador,42,4384.7142857142862
2017,PR,Feminino,3,1,Empregador,4,2125
2016,PI,Feminino,1,1,Empregador,30,3441.6666666666665
2018,GO,Feminino,4,1,Empregador,61,2771.9836065573772
2022,ES,Masculino,1,1,Empregador,142,8488.6690140845076
2022,ES,Masculino,4,1,Empregador,94,4910.531914893616
2020,TO,Masculino,4,1,Empregador,24,4299.5833333333339
2019,RR,Masculino,4,1,Empregador,43,3676.0465116279061
2020,PR,Masculino,3,1,Empregador,6,5566.666666666667
2024,PA,Feminino,4,1,Empregador,39,4187.0256410256407
2022,RN,Feminino,4,1,Empregador,14,2100
2020,PB,Feminino,2,1,Empregador,1,2200
2020,PI,Masculino,2,1,Empregador,3,9500
2012,SP,Masculino,4,1,Empregador,116,3073.1896551724135
2023,RO,Masculino,4,1,Empregador,28,6897.8571428571431
2023,PR,Masculino,9,1,Empregador,1,5000
2023,MA,Masculino,5,1,Empregador,1,5000
2023,MS,Masculino,3,1,Empregador,3,5666.666666666667
2023,TO,Feminino,1,1,Empregador,13,6524.6153846153848
2014,RS,Masculino,4,1,Empregador,30,2089.0666666666666
2016,MA,Feminino,1,1,Empregador,22,4332.727272727273
2014,SE,Feminino,1,1,Empregador,21,3690.1904761904766
2016,SE,Feminino,2,1,Empregador,1,3500
2016,MS,Feminino,2,1,Empregador,3,1500
2019,CE,Feminino,1,1,Empregador,58,4700.8275862068967
2019,RS,Feminino,5,1,Empregador,1,1000
2019,AP,Masculino,2,1,Empregador,2,4000
2021,ES,Feminino,1,1,Empregador,66,5522.727272727273
2015,MG,Masculino,2,1,Empregador,21,5807.1428571428578
2012,AL,Masculino,4,1,Empregador,52,2417.8269230769233
2012,PB,Masculino,4,1,Empregador,68,2530.2794117647059
2023,MS,Masculino,4,1,Empregador,69,8188.5507246376819
2023,PA,Feminino,1,1,Empregador,40,5437.5
2014,PA,Feminino,1,1,Empregador,25,3744
2023,MG,Feminino,5,1,Empregador,3,2400
2017,PI,Masculino,2,1,Empregador,10,2715
2020,SC,Masculino,2,1,Empregador,2,1625
2016,AC,Masculino,2,1,Empregador,2,4250
2021,CE,Masculino,3,1,Empregador,2,4000
2019,MA,Feminino,2,1,Empregador,8,1237.5
2019,PB,Feminino,2,1,Empregador,4,2075
2020,MT,Feminino,3,1,Empregador,1,3000
2024,RJ,Feminino,9,1,Empregador,1,10000
2020,AP,Masculino,2,1,Empregador,1,1000
2023,AL,Masculino,1,1,Empregador,53,6391.88679245283
2023,MT,Masculino,3,1,Empregador,1,2640
2013,BA,Feminino,4,1,Empregador,44,2702.3181818181815
2016,PR,Masculino,3,1,Empregador,15,7993.333333333333
2013,PR,Feminino,4,1,Empregador,30,1960.1999999999998
2016,RS,Masculino,2,1,Empregador,7,1600
2018,RN,Masculino,4,1,Empregador,69,3042.202898550725
2022,PA,Masculino,1,1,Empregador,69,4997.971014492754
2022,PA,Feminino,2,1,Empregador,7,2561.7142857142858
2019,ES,Feminino,4,1,Empregador,52,4281.7307692307695
2022,BA,Masculino,4,1,Empregador,95,3618.8631578947366
2021,GO,Feminino,3,1,Empregador,2,4100
2024,PB,Feminino,2,1,Empregador,2,1850
2021,BA,Masculino,4,1,Empregador,117,3039.2820512820513
2022,GO,Masculino,2,1,Empregador,11,5800
2021,SC,Masculino,1,1,Empregador,432,6047.4930555555557
2024,PI,Feminino,4,1,Empregador,41,4369.7560975609758
2022,DF,Feminino,1,1,Empregador,45,9516.08888888889
2017,PE,Masculino,3,1,Empregador,1,3000
2020,AM,Feminino,2,1,Empregador,2,2750
2021,DF,Feminino,2,1,Empregador,1,1100
2013,BA,Feminino,3,1,Empregador,1,10000
2016,DF,Feminino,1,1,Empregador,39,6826.1538461538448
2015,SC,Masculino,4,1,Empregador,38,2548.6842105263158
2015,MS,Masculino,4,1,Empregador,61,3968.2622950819668
2023,PR,Masculino,4,1,Empregador,72,7453.0694444444443
2023,MA,Masculino,2,1,Empregador,18,3834.4444444444443
2023,MS,Masculino,1,1,Empregador,92,11441.08695652174
2014,MG,Masculino,2,1,Empregador,18,3241.5555555555552
2023,AM,Masculino,2,1,Empregador,3,19333.333333333336
2013,SP,Masculino,4,1,Empregador,104,4221.2980769230771
2014,GO,Masculino,2,1,Empregador,12,4166.6666666666661
2014,RR,Masculino,1,1,Empregador,34,6927.8823529411757
2014,RR,Masculino,2,1,Empregador,1,800
2016,RJ,Feminino,4,1,Empregador,29,3463.4482758620688
2017,CE,Feminino,4,1,Empregador,68,2603.7647058823532
2013,AP,Feminino,1,1,Empregador,9,4042.2222222222222
2017,BA,Masculino,2,1,Empregador,51,2649.6470588235293
2017,CE,Masculino,5,1,Empregador,1,1500
2016,GO,Masculino,2,1,Empregador,10,2548
2017,MA,Masculino,1,1,Empregador,74,5352.2837837837833
2018,AM,Masculino,5,1,Empregador,2,2200
2019,PR,Masculino,4,1,Empregador,93,4164.5161290322585
2022,AM,Masculino,5,1,Empregador,3,3833.333333333333
2018,AC,Masculino,4,1,Empregador,41,3185.4634146341459
2024,ES,Masculino,5,1,Empregador,1,20000
2020,AL,Feminino,1,1,Empregador,7,9785.7142857142862
2024,MS,Masculino,2,1,Empregador,11,9181.818181818182
2022,AP,Feminino,4,1,Empregador,14,2828.5714285714289
2024,RJ,Masculino,2,1,Empregador,28,6804
2021,BA,Feminino,4,1,Empregador,41,2733.7317073170734
2022,TO,Masculino,5,1,Empregador,1,25000
2019,GO,Feminino,1,1,Empregador,72,4419.833333333333
2020,ES,Masculino,3,1,Empregador,1,3000
2012,PR,Masculino,5,1,Empregador,1,4000
2012,MA,Feminino,3,1,Empregador,1,6000
2023,RR,Masculino,5,1,Empregador,1,1000
2014,PA,Feminino,4,1,Empregador,47,2354.2553191489365
2013,MG,Feminino,4,1,Empregador,88,2870.5681818181815
2013,MG,Feminino,1,1,Empregador,169,3365.5029585798816
2016,RS,Feminino,2,1,Empregador,1,2000
2017,BA,Masculino,5,1,Empregador,2,2900
2017,AM,Feminino,1,1,Empregador,19,4163.2105263157891
2016,PB,Masculino,1,1,Empregador,61,4947.3606557377043
2016,MS,Masculino,4,1,Empregador,76,3884.21052631579
2013,ES,Feminino,2,1,Empregador,5,5871.2000000000007
2018,MS,Feminino,5,1,Empregador,1,6000
2022,AM,Feminino,4,1,Empregador,36,2875.333333333333
2021,PB,Feminino,1,1,Empregador,21,5992.9047619047615
2020,PE,Masculino,1,1,Empregador,54,6946.9444444444434
2017,AM,Masculino,3,1,Empregador,1,3000
2021,PI,Masculino,1,1,Empregador,27,3722.2222222222217
2019,AP,Feminino,4,1,Empregador,10,4219.4
2019,PB,Feminino,4,1,Empregador,29,4531.8275862068967
2022,AP,Masculino,1,1,Empregador,10,4609
2024,RJ,Feminino,4,1,Empregador,55,5656.8363636363638
2022,AC,Masculino,1,1,Empregador,10,6460
2019,MT,Masculino,3,1,Empregador,3,3833.3333333333335
2017,SE,Masculino,2,1,Empregador,4,2400
2019,PI,Feminino,2,1,Empregador,1,998
2022,AM,Feminino,5,1,Empregador,1,4650
2015,PE,Feminino,4,1,Empregador,33,3136.7878787878785
2015,GO,Feminino,3,1,Empregador,1,2000
2015,PR,Masculino,3,1,Empregador,7,4428.7142857142862
2023,PE,Masculino,2,1,Empregador,12,5560
2019,CE,Masculino,1,1,Empregador,121,6665.4049586776855
2022,MA,Masculino,1,1,Empregador,55,7789.5272727272722
2022,SC,Masculino,3,1,Empregador,3,5833.3333333333339
2024,SP,Feminino,1,1,Empregador,186,8959.6989247311813
2019,PI,Feminino,3,1,Empregador,1,2000
2020,PB,Feminino,4,1,Empregador,15,4429.6666666666661
2024,RJ,Masculino,4,1,Empregador,97,6800.6391752577319
2021,MA,Masculino,2,1,Empregador,14,2964.2857142857142
2021,TO,Feminino,3,1,Empregador,1,1500
2024,PI,Masculino,4,1,Empregador,60,4401.7166666666662
2018,SC,Feminino,3,1,Empregador,1,3000
2020,RR,Masculino,1,1,Empregador,10,7450
2012,RJ,Feminino,2,1,Empregador,11,2792.9090909090905
2012,PA,Masculino,2,1,Empregador,11,4072.727272727273
2012,GO,Feminino,1,1,Empregador,75,2721.36
2012,GO,Masculino,2,1,Empregador,16,3679.6875
2014,BA,Masculino,1,1,Empregador,80,3837.0499999999997
2023,PA,Masculino,5,1,Empregador,3,4883.3333333333339
2023,PI,Feminino,4,1,Empregador,17,5672.9411764705883
2014,AM,Feminino,2,1,Empregador,1,1448
2013,PA,Masculino,1,1,Empregador,62,4410.0645161290322
2014,SC,Feminino,3,1,Empregador,1,2800
2014,SP,Masculino,3,1,Empregador,29,4337
2013,RJ,Masculino,2,1,Empregador,21,3593.1428571428573
2013,AL,Masculino,4,1,Empregador,62,2792.1290322580644
2017,AM,Masculino,2,1,Empregador,2,4750
2021,RS,Feminino,1,1,Empregador,162,5324.1975308641959
2022,AM,Masculino,2,1,Empregador,4,2675
2021,PE,Masculino,2,1,Empregador,4,5875
2020,MT,Masculino,4,1,Empregador,61,5454.0983606557384
2018,DF,Feminino,4,1,Empregador,25,4947.16
2024,RN,Masculino,1,1,Empregador,44,12346.090909090908
2022,TO,Feminino,3,1,Empregador,2,2106
2020,MT,Feminino,2,1,Empregador,1,2000
2020,PI,Masculino,1,1,Empregador,19,3817.6315789473683
2019,PA,Feminino,2,1,Empregador,4,4650
2024,RR,Feminino,1,1,Empregador,11,6272.727272727273
2015,AL,Feminino,1,1,Empregador,23,3026.086956521739
2015,PI,Feminino,4,1,Empregador,26,3529.8461538461534
2023,MT,Masculino,1,1,Empregador,93,13163.440860215058
2014,ES,Feminino,1,1,Empregador,65,4059.1846153846154
2013,BA,Feminino,1,1,Empregador,33,3571.090909090909
2014,MT,Masculino,4,1,Empregador,91,4093.3846153846148
2014,RS,Feminino,3,1,Empregador,3,1933.3333333333335
2016,MG,Masculino,1,1,Empregador,421,5035.0570071258908
2013,ES,Masculino,4,1,Empregador,92,5051.5869565217381
2020,RJ,Feminino,3,1,Empregador,1,14000
2022,PA,Masculino,4,1,Empregador,151,4626.9139072847693
2018,BA,Masculino,1,1,Empregador,73,5177.4657534246571
2018,RO,Masculino,4,1,Empregador,71,4235.9577464788736
2018,PA,Feminino,4,1,Empregador,61,2585.4098360655735
2020,SP,Feminino,3,1,Empregador,13,5884.6153846153848
2019,ES,Feminino,2,1,Empregador,6,1800
2024,MT,Masculino,4,1,Empregador,85,7406.0235294117647
2022,AL,Masculino,2,1,Empregador,10,2171.2
2018,SE,Feminino,4,1,Empregador,24,3131.416666666667
2018,PI,Masculino,4,1,Empregador,89,3403.1235955056181
2018,RJ,Masculino,5,1,Empregador,1,954
2019,AC,Feminino,2,1,Empregador,1,1500
2015,BA,Masculino,5,1,Empregador,2,1850
2015,PE,Masculino,1,1,Empregador,70,5615.2571428571428
2012,PI,Feminino,1,1,Empregador,13,2295.6923076923076
2015,RO,Feminino,1,1,Empregador,12,4333.3333333333339
2012,SP,Masculino,1,1,Empregador,491,5463.3136456211805
2012,BA,Masculino,5,1,Empregador,1,7000
2012,RJ,Masculino,3,1,Empregador,4,3180.5
2023,SC,Feminino,4,1,Empregador,23,4535.652173913043
2015,RR,Feminino,4,1,Empregador,15,2912.5333333333333
2013,AM,Masculino,1,1,Empregador,43,6000
