ano,sigla_uf,sexo,total_trabalhadores,salario_medio
2000,RR,Feminino,10266,807.98059322033691
2000,RR,Masculino,13180,823.95624430956036
2000,RS,Feminino,790574,609.83976844672009
2000,RS,Masculino,1103215,759.68238799327844
2000,SC,Feminino,407780,516.51625028201522
2000,SC,Masculino,670149,668.53352852872149
2000,SE,Feminino,87419,477.31332376256626
2000,SE,Masculino,118635,583.65598103426009
2000,SP,Feminino,3054635,792.3741910735622
2000,SP,Masculino,4994897,971.70569521253537
2000,TO,Feminino,45919,480.06159781354006
2000,TO,Masculino,60124,578.70547385403233
2001,AC,Feminino,30873,709.131941178377
2001,AC,Masculino,33908,813.88295122095144
2001,AL,Feminino,107722,499.05545812368774
2001,AL,Masculino,178951,537.20543098388691
2001,AM,Feminino,136112,807.98585069647993
2001,AM,Masculino,131161,827.558433070805
2001,AP,Feminino,19101,804.03231506203713
2001,AP,Masculino,27542,892.00748420593925
2001,BA,Feminino,513674,542.58141675458842
2001,BA,Masculino,695893,650.98393306154492
2001,CE,Feminino,318322,457.44082787240603
2001,CE,Masculino,406632,592.06831365951825
2001,DF,Feminino,254362,1384.2350935281311
2001,DF,Masculino,527018,1449.7563598396539
2001,ES,Feminino,193312,578.113522440401
2001,ES,Masculino,321841,683.23026972947207
2001,GO,Feminino,294756,512.826162826204
2001,GO,Masculino,435852,618.66852250305544
2001,IGNORADO,Feminino,16,670.34750000000008
2001,IGNORADO,Masculino,23,903.50913043478272
2001,MA,Feminino,141321,477.27365805506258
2001,MA,Masculino,167158,604.8548074875348
2001,MG,Feminino,1114886,579.4399255439514
2001,MG,Masculino,1778840,678.01691593397959
2001,MS,Feminino,119850,582.77911481018577
2001,MS,Masculino,201411,655.53570316417381
2001,MT,Feminino,119818,577.979475037142
2001,MT,Masculino,222339,619.99847408687367
2001,PA,Feminino,182668,588.79841871592282
2001,PA,Masculino,305700,655.54010650966211
2001,PB,Feminino,169800,445.69527237926684
2001,PB,Masculino,189335,562.77505622308286
2001,PE,Feminino,345794,541.29687692672337
2001,PE,Masculino,549621,609.77928237821538
2001,PI,Feminino,100505,431.74549216456984
2001,PI,Masculino,114652,562.74642745002939
2001,PR,Feminino,679755,580.86937268574388
2001,PR,Masculino,1041901,747.825955364281
2001,RJ,Feminino,1097541,788.561007525008
2001,RJ,Masculino,1703829,971.88735435304886
2001,RN,Feminino,157769,430.07788874874416
2001,RN,Masculino,179391,574.39649503040721
2001,RO,Feminino,58961,659.91089296313919
2001,RO,Masculino,91546,740.76290618923724
2001,RR,Feminino,11205,855.75662650602521
2001,RR,Masculino,15640,896.81135805626218
2001,RS,Feminino,837768,663.91507185760236
2001,RS,Masculino,1144618,831.399800806886
2001,SC,Feminino,442501,551.97060876698981
2001,SC,Masculino,713211,729.57535538570767
2001,SE,Feminino,95270,525.262962632519
2001,SE,Masculino,123209,635.43631609705
2001,SP,Feminino,3155156,849.31472014695851
2001,SP,Masculino,5072211,1065.1963253165065
2001,TO,Feminino,53014,535.53281529407127
2001,TO,Masculino,64349,640.320312669974
2002,AC,Feminino,32509,802.33454827894411
2002,AC,Masculino,35930,891.03837962705688
2002,AL,Feminino,113324,534.9852040167998
2002,AL,Masculino,198456,559.64505043940107
2002,AM,Feminino,117695,782.60654683716666
2002,AM,Masculino,173620,972.95563754175839
2002,AP,Feminino,24672,1017.4972377594022
2002,AP,Masculino,31288,969.73358891588543
2002,BA,Feminino,558495,579.64214941941771
2002,BA,Masculino,751222,685.195011993793
2002,CE,Feminino,354181,502.54250803966909
2002,CE,Masculino,439131,639.73303551787012
2002,DF,Feminino,270240,1567.5968583111473
2002,DF,Masculino,543351,1603.5228346501558
2002,ES,Feminino,213219,623.29407276086727
2002,ES,Masculino,338382,750.18409924287323
2002,GO,Feminino,319519,582.505240658603
2002,GO,Masculino,461924,675.75910548057971
2002,IGNORADO,Feminino,27,693.71814814814809
2002,IGNORADO,Masculino,27,911.9433333333335
2002,MA,Feminino,150077,523.07210145458669
2002,MA,Masculino,179858,647.02693747289629
2002,MG,Feminino,1186053,613.36711779321411
2002,MG,Masculino,1860309,713.42114462166353
2002,MS,Feminino,133905,625.223316082306
2002,MS,Masculino,215695,697.21825318155857
2002,MT,Feminino,134904,620.10264862420911
2002,MT,Masculino,244248,661.24834086665533
2002,PA,Feminino,206951,638.36564723051731
2002,PA,Masculino,339300,684.77793348068258
2002,PB,Feminino,176053,483.46745042685768
2002,PB,Masculino,199484,580.46240154599082
2002,PE,Feminino,369818,589.99722014613053
2002,PE,Masculino,574077,662.98144466682413
2002,PI,Feminino,114674,477.0424590578516
2002,PI,Masculino,122271,589.686065788293
2002,PR,Feminino,724756,623.58477048827513
2002,PR,Masculino,1087875,785.79439853843417
2002,RJ,Feminino,1139484,880.5006170687916
2002,RJ,Masculino,1782979,1057.0373580619807
2002,RN,Feminino,135094,490.2110944971688
2002,RN,Masculino,183877,618.52651136357429
2002,RO,Feminino,73706,730.80478699156652
2002,RO,Masculino,99570,820.22659345184456
2002,RR,Feminino,11943,923.02123168383037
2002,RR,Masculino,16186,1092.513373285555
2002,RS,Feminino,860337,713.92283377329056
2002,RS,Masculino,1167025,881.7680795355725
2002,SC,Feminino,482563,618.47476134722467
2002,SC,Masculino,753049,794.52027992866988
2002,SE,Feminino,102314,592.23146069941583
2002,SE,Masculino,136991,691.69580366593391
2002,SP,Feminino,3350745,908.759806941446
2002,SP,Masculino,5257303,1119.295320977302
2002,TO,Feminino,61304,609.44095344512675
2002,TO,Masculino,71923,682.69718879913512
2003,AC,Feminino,33027,822.56974869046542
2003,AC,Masculino,35473,930.06330025653176
2003,AL,Feminino,115774,568.673630607904
2003,AL,Masculino,199917,600.16001425591355
2003,AM,Feminino,89301,707.21598895869
2003,AM,Masculino,229060,1069.6205944294254
2003,AP,Feminino,27717,1082.6619533138521
2003,AP,Masculino,35210,1180.1029980119326
2003,BA,Feminino,590018,640.76892732088209
2003,BA,Masculino,789591,768.0650706251663
2003,CE,Feminino,372327,540.17281854391138
2003,CE,Masculino,452735,693.5394809767148
2003,DF,Feminino,272924,1715.3550675279162
2003,DF,Masculino,537198,1768.3613962449881
2003,ES,Feminino,217947,685.74398624436026
2003,ES,Masculino,347354,845.31302233456222
2003,GO,Feminino,335755,633.35558314843047
2003,GO,Masculino,491284,744.49973329072111
2003,IGNORADO,Feminino,1,377.88
2003,IGNORADO,Masculino,1,525.59
2003,MA,Feminino,160599,601.03755739450628
2003,MA,Masculino,188162,729.04021741902341
2003,MG,Feminino,1238737,673.42052901463342
2003,MG,Masculino,1899289,791.45445818407643
2003,MS,Feminino,137448,654.16624534368793
2003,MS,Masculino,227794,752.14638875474839
2003,MT,Feminino,145074,688.87463329059779
2003,MT,Masculino,269027,750.71528538027815
2003,PA,Feminino,219379,697.22843052434371
2003,PA,Masculino,353200,743.21837853906879
2003,PB,Feminino,177591,551.17801065370122
2003,PB,Masculino,206276,676.03804664623522
2003,PE,Feminino,374201,625.14879765152227
2003,PE,Masculino,587975,716.58195618861237
2003,PI,Feminino,120828,550.11571771443369
2003,PI,Masculino,126278,675.24468688132742
2003,PR,Feminino,756935,685.84743734931021
2003,PR,Masculino,1127445,879.13085191740925
2003,RJ,Feminino,1141206,940.47112524819659
2003,RJ,Masculino,1803987,1158.2660417951922
2003,RN,Feminino,171184,556.90731458548578
2003,RN,Masculino,216823,700.08836115172278
2003,RO,Feminino,78938,770.9502888342837
2003,RO,Masculino,104539,887.41906867292835
2003,RR,Feminino,12267,1033.2244664547184
2003,RR,Masculino,15458,1081.7875300815144
2003,RS,Feminino,884077,810.61812253910409
2003,RS,Masculino,1195734,990.72969596915982
2003,SC,Feminino,513012,669.34214199668531
2003,SC,Masculino,779395,885.93178458932812
2003,SE,Feminino,105457,640.76952776961321
2003,SE,Masculino,139654,753.27769294111636
2003,SP,Feminino,3445983,982.55387055594645
2003,SP,Masculino,5302169,1220.4480953040138
2003,TO,Feminino,66276,656.78531942181337
2003,TO,Masculino,79916,763.55558186095288
2004,AC,Feminino,35340,893.87862705150224
2004,AC,Masculino,38391,969.18698913808475
2004,AL,Feminino,123953,624.69338741297588
2004,AL,Masculino,222550,678.55504578746286
2004,AM,Feminino,103990,788.86546504472494
2004,AM,Masculino,261098,1167.7096943676415
2004,AP,Feminino,30777,1181.5652747181271
2004,AP,Masculino,39341,1260.9826519407345
2004,BA,Feminino,617042,692.7101983333373
2004,BA,Masculino,841273,830.15711089027923
2004,CE,Feminino,398584,602.10227016137856
2004,CE,Masculino,461851,732.437285141748
2004,DF,Feminino,293080,1893.00120403983
2004,DF,Masculino,561383,1906.2622847325888
2004,ES,Feminino,227053,738.31144574174618
2004,ES,Masculino,366540,901.73709409613184
2004,GO,Feminino,353491,708.542587364336
2004,GO,Masculino,519333,813.95132535386381
2004,IGNORADO,Feminino,1,403.32
2004,MA,Feminino,166413,752.75506889485416
2004,MA,Masculino,203957,802.95536206161273
2004,MG,Feminino,1309987,717.39813151581166
2004,MG,Masculino,2022788,860.87204552329626
2004,MS,Feminino,146961,753.74418961493109
2004,MS,Masculino,244699,847.64595257846759
2004,MT,Feminino,166966,782.567973659313
2004,MT,Masculino,305670,849.68032126152571
2004,PA,Feminino,238447,737.27316846090423
2004,PA,Masculino,397046,792.33195856399948
2004,PB,Feminino,179295,622.49532284783015
2004,PB,Masculino,216855,709.6524359133947
2004,PE,Feminino,398317,672.63517906591608
2004,PE,Masculino,624292,754.93557024596691
2004,PI,Feminino,127674,630.39261854409961
2004,PI,Masculino,135509,756.86311861206366
2004,PR,Feminino,822687,757.50509987395083
2004,PR,Masculino,1210083,963.21813662368572
2004,RJ,Feminino,1200005,1029.146285007145
2004,RJ,Masculino,1860169,1251.4808031797265
2004,RN,Feminino,184658,634.48740877730677
2004,RN,Masculino,236451,779.0350426092507
2004,RO,Feminino,87460,846.77555522523937
2004,RO,Masculino,114338,961.33930478056141
2004,RR,Feminino,8717,889.130088333145
2004,RR,Masculino,14555,1018.5012085194068
2004,RS,Feminino,939593,878.40004715872328
2004,RS,Masculino,1253738,1087.762035505029
2004,SC,Feminino,566143,739.5440669936778
2004,SC,Masculino,840104,977.92523424480123
2004,SE,Feminino,108563,758.24979228650011
2004,SE,Masculino,147493,864.64627867084573
2004,SP,Feminino,3655373,1056.1067112521757
2004,SP,Masculino,5617804,1323.7915492797515
2004,TO,Feminino,71289,729.2711123735769
2004,TO,Masculino,88406,833.23899407279316
2005,AC,Feminino,37394,996.04783521420745
2005,AC,Masculino,42037,1041.3763789042941
2005,AL,Feminino,131854,698.14609279962019
2005,AL,Masculino,235262,754.30598362676278
2005,AM,Feminino,118003,839.87594934027709
2005,AM,Masculino,288390,1251.3824552168962
2005,AP,Feminino,31746,1262.5048532098519
2005,AP,Masculino,41364,1313.6611478580498
2005,BA,Feminino,672494,789.6756206449395
2005,BA,Masculino,924496,916.53675177610057
2005,CE,Feminino,422503,672.64477982407266
2005,CE,Masculino,497658,794.74852286108626
2005,DF,Feminino,310615,2082.5928161228417
2005,DF,Masculino,581094,2084.7871103642015
2005,ES,Feminino,251790,813.22389975774706
2005,ES,Masculino,404554,987.1458582290669
2005,GO,Feminino,388911,777.26779653957658
2005,GO,Masculino,556016,892.80769806982914
2005,IGNORADO,Feminino,3,419.55666666666667
2005,IGNORADO,Masculino,2,2449.6800000000003
2005,MA,Feminino,178784,690.49718537453339
2005,MA,Masculino,221370,823.79987080453134
2005,MG,Feminino,1433137,764.07682600477176
2005,MG,Masculino,2159423,928.62554847289789
2005,MS,Feminino,162920,846.78888626320145
2005,MS,Masculino,256277,932.18605302073945
2005,MT,Feminino,182056,831.88704997363686
2005,MT,Masculino,308059,913.01286006899977
2005,PA,Feminino,255734,806.77694815707218
2005,PA,Masculino,420123,857.08956060485662
2005,PB,Feminino,189306,670.13712946236171
2005,PB,Masculino,231529,776.87085453658619
2005,PE,Feminino,436618,747.84989672894972
2005,PE,Masculino,658933,826.208052670006
2005,PI,Feminino,134774,683.99184479202063
2005,PI,Masculino,144424,793.06948893536082
2005,PR,Feminino,867418,833.28267899675893
2005,PR,Masculino,1241930,1048.4089768344493
2005,RJ,Feminino,1271700,1093.1986306125548
2005,RJ,Masculino,1920084,1345.0849068790956
2005,RN,Feminino,197106,698.75735578827323
2005,RN,Masculino,253691,843.49172840188567
2005,RO,Feminino,92607,912.9990752318929
2005,RO,Masculino,120569,1035.4826894143678
2005,RR,Feminino,14648,1120.4417265155691
2005,RR,Masculino,19101,1244.6884288780686
2005,RS,Feminino,965869,947.210164980968
2005,RS,Masculino,1269599,1162.7972359303881
2005,SC,Feminino,607141,791.16729680584956
2005,SC,Masculino,879828,1058.8915701364401
2005,SE,Feminino,118412,848.58306970577644
2005,SE,Masculino,159376,943.68119020429617
2005,SP,Feminino,3856669,1127.6544605824322
2005,SP,Masculino,5904095,1409.6261263055587
2005,TO,Feminino,76294,814.50447676095416
2005,TO,Masculino,92827,909.99267734603427
2006,AC,Feminino,39290,1161.60842708069
2006,AC,Masculino,46293,1188.0069483507245
2006,AL,Feminino,141854,793.62855936386052
2006,AL,Masculino,251378,839.48086535019581
2006,AM,Feminino,186766,1107.1191191116022
2006,AM,Masculino,252605,1322.4997881277102
2006,AP,Feminino,34365,1433.9183363887619
2006,AP,Masculino,44152,1417.8936523826692
2006,BA,Feminino,715412,879.29109991164512
2006,BA,Masculino,966061,993.845808908532
2006,CE,Feminino,451091,750.15540283445762
2006,CE,Masculino,538399,872.45338969798922
2006,DF,Feminino,327679,2411.2160341981003
2006,DF,Masculino,589250,2395.8695140263226
2006,ES,Feminino,272397,903.02043704592529
2006,ES,Masculino,434983,1080.3338327015017
2006,GO,Feminino,408234,880.95498253452229
2006,GO,Masculino,584588,993.45743518512984
2006,IGNORADO,Feminino,4,462.6925
2006,IGNORADO,Masculino,2,2435.3900000000003
2006,MA,Feminino,194825,763.659371025276
2006,MA,Masculino,242608,900.5665448789963
2006,MG,Feminino,1471654,854.18743091786166
2006,MG,Masculino,2272389,1017.439230765503
2006,MS,Feminino,171915,959.38511549311761
2006,MS,Masculino,266770,1073.5649811073094
2006,MT,Feminino,193252,967.04458510131337
2006,MT,Masculino,324873,1023.0651314205898
2006,PA,Feminino,281922,909.52776878001566
2006,PA,Masculino,456680,957.478852522567
2006,PB,Feminino,200569,738.175357956613
2006,PB,Masculino,250151,852.03505990382553
2006,PE,Feminino,466161,824.28110468273269
2006,PE,Masculino,696395,896.76670267593636
2006,PI,Feminino,140243,793.47968704321033
2006,PI,Masculino,153005,894.47633881246566
2006,PR,Feminino,944245,894.33110507337824
2006,PR,Masculino,1307045,1130.9446449739596
2006,RJ,Feminino,1339715,1178.01705147737
2006,RJ,Masculino,2033912,1429.9281905903588
2006,RN,Feminino,201359,814.80944859678948
2006,RN,Masculino,273898,940.21451076679045
2006,RO,Feminino,98917,976.82527027710216
2006,RO,Masculino,128607,1134.4492192493337
2006,RR,Feminino,16131,1238.4786950592036
2006,RR,Masculino,20607,1392.4050968117649
2006,RS,Feminino,1011936,1021.5768047287605
2006,RS,Masculino,1308805,1265.0838552649157
2006,SC,Feminino,666202,869.4162714011627
2006,SC,Masculino,932252,1157.2287653767457
2006,SE,Feminino,127710,989.66132409364945
2006,SE,Masculino,174784,1066.5907458348636
2006,SP,Feminino,4101617,1197.718354826894
2006,SP,Masculino,6213501,1494.786453345708
2006,TO,Feminino,84239,937.50835729293863
2006,TO,Masculino,101552,1022.6279347526407
2007,AC,Feminino,42097,1288.8786497850249
2007,AC,Masculino,49912,1285.7912594165887
2007,AL,Feminino,148610,873.03644330799307
2007,AL,Masculino,259327,899.7725758597968
2007,AM,Feminino,201467,1154.252429430152
2007,AM,Masculino,281260,1398.2105138661743
2007,AP,Feminino,39060,1510.8645437787945
2007,AP,Masculino,49838,1503.628256751871
2007,BA,Feminino,760271,943.41266345816177
2007,BA,Masculino,1024355,1062.4557573595152
2007,CE,Feminino,479502,813.70070662895091
2007,CE,Masculino,579890,919.71519312282112
2007,DF,Feminino,341613,2559.1265171406831
2007,DF,Masculino,603051,2541.6978781396369
2007,ES,Feminino,296951,984.28891685833537
2007,ES,Masculino,454608,1172.0583804728462
2007,GO,Feminino,431873,952.74260231595872
2007,GO,Masculino,629553,1080.3755065737098
2007,IGNORADO,Feminino,1,519.16
2007,IGNORADO,Masculino,3,2256.8466666666664
2007,MA,Feminino,210943,835.44562540591153
2007,MA,Masculino,271995,975.226274380051
2007,MG,Feminino,1623657,903.62578515659584
2007,MG,Masculino,2412546,1089.8810751048818
2007,MS,Feminino,183426,1009.6067637085312
2007,MS,Masculino,288744,1133.5165780068053
2007,MT,Feminino,211388,1007.9198219861058
2007,MT,Masculino,360217,1090.5895110447468
2007,PA,Feminino,301174,1003.7234170280377
2007,PA,Masculino,494978,1043.568484316482
2007,PB,Feminino,208656,806.30221302047516
2007,PB,Masculino,266815,900.64482367933238
2007,PE,Feminino,497810,897.50235280528921
2007,PE,Masculino,741689,959.55345123090376
2007,PI,Feminino,137490,835.78015208379452
2007,PI,Masculino,161341,958.87079248299312
2007,PR,Feminino,996045,963.65748157964083
2007,PR,Masculino,1382886,1203.6826855648212
2007,RJ,Feminino,1480921,1265.3701111335354
2007,RJ,Masculino,2184925,1520.8867754865676
2007,RN,Feminino,213183,883.59739153684723
2007,RN,Masculino,285284,1013.5857723882139
2007,RO,Feminino,104371,1010.4690155311424
2007,RO,Masculino,141143,1171.2050718774456
2007,RR,Feminino,20511,1301.0559738676843
2007,RR,Masculino,25231,1463.6093832983129
2007,RS,Feminino,1054984,1078.2070945625708
2007,RS,Masculino,1370856,1329.2545481363502
2007,SC,Feminino,717726,920.94770918150346
2007,SC,Masculino,980074,1215.3465971855223
2007,SE,Feminino,135045,1027.2866487467129
2007,SE,Masculino,185631,1115.2131678975918
2007,SP,Feminino,4432104,1255.9272972046685
2007,SP,Masculino,6646800,1576.0648161611662
2007,TO,Feminino,90112,1024.4207164417621
2007,TO,Masculino,113487,1104.4306499422867
2008,AC,Feminino,44277,1383.0415703412527
2008,AC,Masculino,54447,1371.0654803754253
2008,AL,Feminino,155158,980.97311856300007
2008,AL,Masculino,269875,986.64344292726742
2008,AM,Feminino,211089,1290.6488070908802
2008,AM,Masculino,299130,1551.3739359475687
2008,AP,Feminino,44533,1678.1325863966106
2008,AP,Masculino,53650,1715.1449703634676
2008,BA,Feminino,791661,1042.9325951133114
2008,BA,Masculino,1069791,1162.5205892739687
2008,CE,Feminino,512710,903.51323648845312
2008,CE,Masculino,617289,1000.588187234809
2008,DF,Feminino,362900,2842.6195667952206
2008,DF,Masculino,638183,2831.9701449584609
2008,ES,Feminino,306467,1068.7558519188074
2008,ES,Masculino,469823,1297.56891701768
2008,GO,Feminino,467049,1003.9879156790796
2008,GO,Masculino,667997,1177.760394986801
2008,MA,Feminino,234752,944.8544318685216
2008,MA,Masculino,305258,1087.6936356131512
2008,MG,Feminino,1696571,1003.7323356994768
2008,MG,Masculino,2487612,1208.4641825574183
2008,MS,Feminino,197938,1114.4896686336208
2008,MS,Masculino,299382,1268.6816383416685
2008,MT,Feminino,212899,1112.1020027336992
2008,MT,Masculino,377639,1181.8787821438002
2008,PA,Feminino,327358,1101.0300307308555
2008,PA,Masculino,518397,1168.4004588375165
2008,PB,Feminino,222206,889.79643844000077
2008,PB,Masculino,291133,962.15787567879238
2008,PE,Feminino,522854,998.89620668485816
2008,PE,Masculino,785917,1066.0142194404648
2008,PI,Feminino,153263,964.87858367644446
2008,PI,Masculino,182369,1068.8141952305468
2008,PR,Feminino,1063409,1043.5326874325924
2008,PR,Masculino,1440518,1309.8921400773986
2008,RJ,Feminino,1479435,1375.76759066805
2008,RJ,Masculino,2232948,1686.1690885636481
2008,RN,Feminino,219122,980.40055247762712
2008,RN,Masculino,296105,1138.0191696188797
2008,RO,Feminino,112306,1097.9139167987369
2008,RO,Masculino,150279,1279.180760784966
2008,RR,Feminino,23719,1353.2590952401056
2008,RR,Masculino,27699,1522.3495093685692
2008,RS,Feminino,1102995,1159.6275153831198
2008,RS,Masculino,1418316,1432.215818548189
2008,SC,Feminino,763086,1007.3016081411653
2008,SC,Masculino,1014518,1317.0813018300307
2008,SE,Feminino,132791,1130.4950282022073
2008,SE,Masculino,186455,1224.5807792764804
2008,SP,Feminino,4750196,1352.9572997745813
2008,SP,Masculino,6962967,1722.9040067244307
2008,TO,Feminino,95841,1108.8768914139018
2008,TO,Masculino,117284,1197.1226282357443
2009,AC,Feminino,47077,1468.7832478705109
2009,AC,Masculino,58936,1439.7397147753531
2009,AL,Feminino,161520,1077.2034640292236
2009,AL,Masculino,284616,1096.2350731511933
2009,AM,Feminino,208754,1348.2045225959309
2009,AM,Masculino,300891,1591.7396276060381
2009,AP,Feminino,47573,1813.6644245685625
2009,AP,Masculino,58198,1808.1154431423727
2009,BA,Feminino,845031,1146.4160904511209
2009,BA,Masculino,1154601,1264.4257814950765
2009,CE,Feminino,556970,998.285415659717
2009,CE,Masculino,679291,1096.9742232121325
2009,DF,Feminino,383122,3099.3876826180867
2009,DF,Masculino,679119,3021.4098706559521
2009,ES,Feminino,331025,1171.5545527981219
2009,ES,Masculino,485881,1391.4298608918834
2009,GO,Feminino,500322,1104.8580373439247
2009,GO,Masculino,708988,1277.5188877385726
2009,MA,Feminino,245076,1068.725343240458
2009,MA,Masculino,317199,1166.067104152286
2009,MG,Feminino,1786720,1081.9421521167185
2009,MG,Masculino,2564119,1307.3050607206571
2009,MS,Feminino,210045,1234.5767942107816
2009,MS,Masculino,313462,1382.3199183632769
2009,MT,Feminino,229759,1209.8506885910892
2009,MT,Masculino,392700,1301.114114718619
2009,PA,Feminino,343244,1184.315520475235
2009,PA,Masculino,527625,1252.0179817294597
2009,PB,Feminino,237306,1016.5486634977653
2009,PB,Masculino,306069,1088.8243079174943
2009,PE,Feminino,562048,1099.0418698758783
2009,PE,Masculino,837949,1163.2300263381342
2009,PI,Feminino,156735,1081.5282869812133
2009,PI,Masculino,194966,1176.4175273637452
2009,PR,Feminino,1137131,1141.1687268221438
2009,PR,Masculino,1500658,1418.3735676483227
2009,RJ,Feminino,1540772,1489.8725210738603
2009,RJ,Masculino,2310487,1822.4375994974223
2009,RN,Feminino,229367,1099.499140547659
2009,RN,Masculino,309390,1255.3237659588242
2009,RO,Feminino,122136,1201.0134129167445
2009,RO,Masculino,174801,1435.1385299855206
2009,RR,Feminino,35864,1631.3640569930799
2009,RR,Masculino,37907,1738.150849711139
2009,RS,Feminino,1149761,1234.6440818657118
2009,RS,Masculino,1452559,1511.3065631551133
2009,SC,Feminino,796320,1089.4979101240817
2009,SC,Masculino,1042014,1414.6952353999061
2009,SE,Feminino,143525,1253.2192225744657
2009,SE,Masculino,200527,1359.4410276920169
2009,SP,Feminino,4961286,1459.093278311308
2009,SP,Masculino,7117845,1835.0370321621322
2009,TO,Feminino,104032,1234.1200102853029
2009,TO,Masculino,124227,1327.8141693834689
2010,AC,Feminino,55077,1592.6751046716315
2010,AC,Masculino,66110,1622.3420573287162
2010,AL,Feminino,170819,1181.8911457156507
2010,AL,Masculino,300173,1179.1697110666078
2010,AM,Feminino,244954,1413.9095942503589
2010,AM,Masculino,330785,1710.4551437338002
2010,AP,Feminino,49248,1980.0721208983218
2010,AP,Masculino,58943,1979.5671781212316
2010,BA,Feminino,892170,1248.4880024546815
2010,BA,Masculino,1247062,1377.288192984794
2010,CE,Feminino,587494,1096.5843703424907
2010,CE,Masculino,738298,1194.9776424018412
2010,DF,Feminino,399326,3281.3842012290988
2010,DF,Masculino,700506,3269.9437767985146
2010,ES,Feminino,350876,1278.1018082456419
2010,ES,Masculino,509545,1533.3195401191301
2010,GO,Feminino,548237,1230.2468162856514
2010,GO,Masculino,765404,1402.6361669654266
2010,MA,Feminino,272997,1186.3126154499846
2010,MA,Masculino,363628,1293.3336485089326
2010,MG,Feminino,1921785,1178.1685218377652
2010,MG,Masculino,2725106,1443.2457487231668
2010,MS,Feminino,227179,1346.5005258408696
2010,MS,Masculino,333610,1519.6001845268459
2010,MT,Feminino,242337,1357.1262505931738
2010,MT,Masculino,414205,1449.0670075204193
2010,PA,Feminino,370211,1339.4580221009187
2010,PA,Masculino,581024,1387.3534911810953
2010,PB,Feminino,250338,1141.9684264474549
2010,PB,Masculino,329166,1234.2406924469549
2010,PE,Feminino,609439,1208.1170229834304
2010,PE,Masculino,927187,1293.4441933504372
2010,PI,Feminino,165486,1175.6086940889252
2010,PI,Masculino,211977,1278.5146101699543
2010,PR,Feminino,1194155,1250.2097402263646
2010,PR,Masculino,1589560,1559.1296159251731
2010,RJ,Feminino,1638358,1606.013768047035
2010,RJ,Masculino,2441724,1992.2907594429009
2010,RN,Feminino,241494,1220.9320269654652
2010,RN,Masculino,333532,1371.4501015794435
2010,RO,Feminino,134349,1308.4018079777595
2010,RO,Masculino,199941,1603.1796629505848
2010,RR,Feminino,37441,1715.583882642022
2010,RR,Masculino,41144,1821.4680026249293
2010,RS,Feminino,1247523,1326.9381705427497
2010,RS,Masculino,1556639,1647.8860446577446
2010,SC,Feminino,862060,1193.369155905609
2010,SC,Masculino,1107594,1558.7037800764433
2010,SE,Feminino,152261,1415.4567870301582
2010,SE,Masculino,217318,1501.3249965948171
2010,SP,Feminino,5343083,1561.6044490718227
2010,SP,Masculino,7530522,1990.8407512334438
2010,TO,Feminino,106900,1375.7189866230024
2010,TO,Masculino,132055,1452.9108650183427
2011,AC,Feminino,55086,1740.0236493845982
2011,AC,Masculino,66235,1762.3455484260408
2011,AL,Feminino,176639,1267.5772044678756
2011,AL,Masculino,321259,1272.3266597044819
2011,AM,Feminino,251665,1561.5243495917496
2011,AM,Masculino,346245,1843.0573037589188
2011,AP,Feminino,52646,2072.8033938000967
2011,AP,Masculino,66565,2049.1797856230819
2011,BA,Feminino,951044,1354.5187836419668
2011,BA,Masculino,1314574,1510.0558942744715
2011,CE,Feminino,622126,1208.7351217116839
2011,CE,Masculino,784780,1308.5112932286881
2011,DF,Feminino,424916,3406.6424581799533
2011,DF,Masculino,731992,3424.2789598382851
2011,ES,Feminino,370232,1365.3033541941252
2011,ES,Masculino,531838,1664.5015701773759
2011,GO,Feminino,581056,1354.9725318902081
2011,GO,Masculino,804174,1549.6470908534509
2011,MA,Feminino,291059,1275.8673705331344
2011,MA,Masculino,384215,1403.796934658965
2011,MG,Feminino,2043361,1290.5412387923604
2011,MG,Masculino,2807615,1593.1829852063058
2011,MS,Feminino,245206,1451.9494494425248
2011,MS,Masculino,352762,1663.5322780514771
2011,MT,Feminino,265623,1464.0687851955768
2011,MT,Masculino,443754,1600.8188092051055
2011,PA,Feminino,409254,1465.9645638894194
2011,PA,Masculino,627835,1543.2623265348454
2011,PB,Feminino,260831,1254.8506679421014
2011,PB,Masculino,353982,1321.8146881197508
2011,PE,Feminino,656821,1328.848172226536
2011,PE,Masculino,992106,1442.4250686821756
2011,PI,Feminino,172656,1300.485196170413
2011,PI,Masculino,220707,1406.2275731172931
2011,PR,Feminino,1260129,1385.3146330732768
2011,PR,Masculino,1660148,1731.3743575633132
2011,RJ,Feminino,1758122,1741.640301731049
2011,RJ,Masculino,2590930,2178.2854507300613
2011,RN,Feminino,247226,1363.6676447461016
2011,RN,Masculino,345218,1502.1113080140733
2011,RO,Feminino,144743,1427.0025275833675
2011,RO,Masculino,207717,1795.271497470113
2011,RR,Feminino,46317,1746.8170406114327
2011,RR,Masculino,45671,1933.6858601738679
2011,RS,Feminino,1306155,1435.0987201289311
2011,RS,Masculino,1614434,1790.0071927994552
2011,SC,Feminino,906874,1315.0822972099659
2011,SC,Masculino,1154703,1707.2157321406394
2011,SE,Feminino,159197,1526.25680785444
2011,SE,Masculino,226640,1651.3710630515532
2011,SP,Feminino,5637045,1702.53709805226
2011,SP,Masculino,7775734,2182.1506023174129
