ano,sigla_uf,sexo,raca_cor,condicao_forca_trabalho,categoria_ocupacao,total_pessoas,rendimento_medio_trabalho
2015,RS,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,1952,0.0
2015,GO,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1033,0.0
2015,AL,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,334,0.0
2012,SC,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,611,0.0
2012,DF,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,589,0.0
2012,AL,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,82,0.0
2012,RS,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,2533,0.0
2015,MT,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,12,0.0
2012,AM,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,57,0.0
2012,MA,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,1425,0.0
2023,RJ,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,1079,0.0
2012,RO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,766,0.0
2012,RO,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,2,0.0
2023,RR,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,9,0.0
2023,BA,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,402,0.0
2023,SC,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,11,0.0
2023,SP,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1061,0.0
2023,RN,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,410,0.0
2014,PR,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,38,0.0
2023,TO,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,292,0.0
2023,MT,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,312,0.0
2015,DF,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,165,0.0
2014,AM,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,489,0.0
2014,PI,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1137,0.0
2013,GO,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,12,0.0
2013,PE,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,29,0.0
2014,PE,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,94,0.0
2013,BA,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,10,0.0
2014,RR,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,168,0.0
2023,GO,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,451,0.0
2014,SP,Masculino,Não informado,Na força de trabalho,Não aplicável / Outros,2,0.0
2016,PR,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,64,0.0
2023,AC,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,29,0.0
2014,RN,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,13,0.0
2014,AP,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,165,0.0
2017,BA,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,5,0.0
2018,PR,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,190,0.0
2017,RJ,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,20,0.0
2018,AM,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,41,0.0
2018,TO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,589,0.0
2017,AC,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,35,0.0
2021,RJ,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,13,0.0
2022,PA,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,105,0.0
2016,CE,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,2025,0.0
2019,AM,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,99,0.0
2016,AC,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,6,0.0
2019,SP,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,523,0.0
2022,RS,Masculino,Parda,Fora da força de trabalho,Não aplicável / Outros,5,0.0
2018,AC,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1689,0.0
2018,SP,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,585,0.0
2018,RJ,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,534,0.0
2019,RS,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,3,0.0
2020,RS,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,59,0.0
2024,MS,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,27,0.0
2021,AM,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,2,0.0
2019,PI,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,2107,0.0
2019,PI,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2019,MA,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,114,0.0
2020,TO,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,95,0.0
2020,PA,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,213,0.0
2019,RN,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2024,MG,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,17,0.0
2022,PI,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1935,0.0
2019,RR,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,723,0.0
2024,PB,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,577,0.0
2024,PB,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,18,0.0
2018,PE,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,451,0.0
2022,AP,Masculino,Parda,Fora da força de trabalho,Não aplicável / Outros,5,0.0
2023,AP,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,302,0.0
2021,BA,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,31,0.0
2022,AC,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,220,0.0
2022,AC,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,24,0.0
2024,GO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,795,0.0
2024,DF,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,777,0.0
2024,DF,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,22,0.0
2019,DF,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,65,0.0
2022,MT,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,7,0.0
2016,ES,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1099,0.0
2022,DF,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,108,0.0
2022,PB,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,3,0.0
2017,BA,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,2,0.0
2022,RO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,2,0.0
2023,GO,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,2,0.0
2015,PI,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1,0.0
2013,AM,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,2,0.0
2013,GO,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2015,PE,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,29,0.0
2012,MG,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,2,0.0
2015,AL,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,561,0.0
2015,RO,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,55,0.0
2015,AM,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,41,0.0
2012,RS,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,2156,0.0
2012,SE,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,973,0.0
2023,RR,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2012,RN,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,1,0.0
2012,MS,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,60,0.0
2023,SC,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,1863,0.0
2012,GO,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1,0.0
2023,TO,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,12,0.0
2023,AM,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,10,0.0
2015,DF,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,364,0.0
2013,MS,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,716,0.0
2014,PA,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,471,0.0
2013,PB,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,58,0.0
2013,PA,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,484,0.0
2016,BA,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,2258,0.0
2017,SP,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,10,0.0
2017,PE,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,2065,0.0
2013,RS,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,319,0.0
2017,ES,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,170,0.0
2014,AC,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1313,0.0
2016,PR,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,197,0.0
2013,MG,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,2,0.0
2013,MA,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,370,0.0
2013,RN,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,7,0.0
2013,AL,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,671,0.0
2013,TO,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,215,0.0
2017,RN,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,25,0.0
2017,AM,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2013,ES,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,93,0.0
2020,RJ,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,1418,0.0
2017,AC,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,89,0.0
2018,MA,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,74,0.0
2021,MG,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,246,0.0
2018,RR,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,133,0.0
2019,SP,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,4855,0.0
2022,RS,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,298,0.0
2021,GO,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,28,0.0
2021,GO,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,14,0.0
2017,PA,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,36,0.0
2020,SP,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,884,0.0
2024,RO,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1176,0.0
2024,AM,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2022,CE,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,61,0.0
2019,SC,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,95,0.0
2022,MG,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,226,0.0
2020,PB,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,161,0.0
2020,TO,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,87,0.0
2020,RN,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,443,0.0
2024,RN,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,84,0.0
2021,AL,Masculino,Parda,Fora da força de trabalho,Não aplicável / Outros,15,0.0
2022,PI,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,509,0.0
2017,PE,Masculino,Não informado,Fora da força de trabalho,Não aplicável / Outros,1,0.0
2019,PA,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1676,0.0
2019,AL,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,198,0.0
2022,AC,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,110,0.0
2019,MT,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,738,0.0
2019,MT,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,11,0.0
2024,GO,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,14,0.0
2021,ES,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,3,0.0
2019,AL,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,9,0.0
2020,MT,Masculino,Não informado,Fora da força de trabalho,Não aplicável / Outros,1,0.0
2020,MT,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,2,0.0
2022,PE,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,265,0.0
2024,BA,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,4,0.0
2020,MA,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,950,0.0
2013,AL,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2020,BA,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,5,0.0
2019,RO,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,80,0.0
2019,PA,Masculino,Não informado,Na força de trabalho,Não aplicável / Outros,1,0.0
2021,DF,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2018,AP,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,428,0.0
2021,AC,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,25,0.0
2015,PE,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,30,0.0
2012,MT,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,872,0.0
2012,SC,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,64,0.0
2015,MS,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,14,0.0
2015,AP,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,8,0.0
2015,ES,Masculino,Não informado,Na força de trabalho,Não aplicável / Outros,1,0.0
2015,MT,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2023,AL,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1306,0.0
2012,RJ,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,3,0.0
2014,MA,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,4252,0.0
2013,CE,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,194,0.0
2023,RS,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,103,0.0
2023,PA,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,4,0.0
2023,PI,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,203,0.0
2013,MS,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,589,0.0
2013,MS,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,9,0.0
2013,MT,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,185,0.0
2014,SC,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,41,0.0
2013,PR,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,7,0.0
2014,RN,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,97,0.0
2014,CE,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,111,0.0
2012,GO,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2013,AM,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,209,0.0
2013,MA,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,21,0.0
2014,AP,Masculino,Não informado,Na força de trabalho,Não aplicável / Outros,1,0.0
2016,MT,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,4,0.0
2016,PB,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,1308,0.0
2016,PB,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,208,0.0
2017,GO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,237,0.0
2016,RO,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,4,0.0
2016,MS,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,639,0.0
2017,RJ,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,278,0.0
2019,PR,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,1832,0.0
2018,MA,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,100,0.0
2019,SE,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,879,0.0
2020,ES,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,3,0.0
2018,RN,Masculino,Parda,Fora da força de trabalho,Não aplicável / Outros,2,0.0
2024,SE,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,194,0.0
2022,PB,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2021,SP,Masculino,Parda,Fora da força de trabalho,Não aplicável / Outros,96,0.0
2017,RN,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2019,AM,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1657,0.0
2022,AM,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2022,RS,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,172,0.0
2017,SC,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,11,0.0
2018,RJ,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,238,0.0
2024,CE,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,31,0.0
2017,PR,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,322,0.0
2017,PR,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,32,0.0
2017,PB,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,48,0.0
2022,MG,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,848,0.0
2017,SE,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,38,0.0
2017,SE,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,5,0.0
2019,AP,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,1,0.0
2019,RN,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,5,0.0
2020,PR,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,1319,0.0
2022,AL,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,38,0.0
2022,AP,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2023,AP,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,92,0.0
2023,AP,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,51,0.0
2024,AL,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,31,0.0
2024,GO,Masculino,Não informado,Fora da força de trabalho,Não aplicável / Outros,1,0.0
2013,ES,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2022,MT,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1394,0.0
2018,CE,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,4,0.0
2024,RR,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,5,0.0
2021,RR,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,55,0.0
2019,RS,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2021,MT,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,63,0.0
2021,DF,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,383,0.0
2022,RO,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,29,0.0
2021,MT,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,2,0.0
2015,BA,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,576,0.0
2015,PA,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,126,0.0
2015,MG,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,306,0.0
2015,MA,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,3688,0.0
2015,MA,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,303,0.0
2015,AL,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,657,0.0
2015,AL,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,15,0.0
2015,MS,Masculino,Parda,Fora da força de trabalho,Não aplicável / Outros,12,0.0
2023,RO,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,298,0.0
2012,MA,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,2,0.0
2012,GO,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,11,0.0
2023,SC,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,3,0.0
2023,MS,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,26,0.0
2014,MG,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,7,0.0
2023,TO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,491,0.0
2023,MT,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,18,0.0
2023,AM,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,154,0.0
2016,MA,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,1680,0.0
2014,ES,Feminino,Não informado,Na força de trabalho,Não aplicável / Outros,2,0.0
2013,SC,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,2393,0.0
2017,SP,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,176,0.0
2016,SP,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,466,0.0
2014,AL,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,7,0.0
2016,SE,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2014,MT,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,85,0.0
2016,RS,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,4,0.0
2014,CE,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,2143,0.0
2014,RO,Feminino,Parda,Fora da força de trabalho,Não aplicável / Outros,4,0.0
2013,PE,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,2,0.0
2013,AM,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,4,0.0
2013,MA,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,1001,0.0
2014,AP,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,571,0.0
2013,DF,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,70,0.0
2017,AM,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,43,0.0
2013,RO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2016,PB,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,911,0.0
2016,PB,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,19,0.0
2017,PI,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,1293,0.0
2013,ES,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,2,0.0
2018,AM,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,293,0.0
2024,SE,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,259,0.0
2019,AM,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,81,0.0
2018,RR,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,61,0.0
2022,AM,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,30,0.0
2021,PE,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,78,0.0
2021,GO,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,303,0.0
2017,SC,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,78,0.0
2018,RJ,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,657,0.0
2021,PB,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,386,0.0
2017,RR,Masculino,Branca,Na força de trabalho,Não aplicável / Outros,185,0.0
2017,PR,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,2,0.0
2024,RO,Feminino,Preta,Fora da força de trabalho,Não aplicável / Outros,130,0.0
2017,PB,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,2335,0.0
2019,PE,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,54,0.0
2022,CE,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1410,0.0
2018,DF,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,127,0.0
2019,SC,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,8,0.0
2022,MS,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,41,0.0
2022,MS,Masculino,Parda,Na força de trabalho,Não aplicável / Outros,4,0.0
2021,AM,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,206,0.0
2019,AP,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,78,0.0
2019,AP,Feminino,Preta,Na força de trabalho,Não aplicável / Outros,16,0.0
2019,PB,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,114,0.0
2021,RN,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,413,0.0
2021,RN,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,18,0.0
2022,TO,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,119,0.0
2020,AM,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1140,0.0
2020,AM,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,51,0.0
2021,PA,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,3,0.0
2024,AC,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,105,0.0
2018,PI,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2014,PR,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,3,0.0
2017,RJ,Masculino,Não informado,Na força de trabalho,Não aplicável / Outros,1,0.0
2019,AC,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,231,0.0
2020,AP,Masculino,Branca,Fora da força de trabalho,Não aplicável / Outros,67,0.0
2021,MS,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,8,0.0
2023,GO,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2016,AP,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,132,0.0
2016,AP,Feminino,Branca,Fora da força de trabalho,Não aplicável / Outros,175,0.0
2016,DF,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,567,0.0
2015,CE,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,2097,0.0
2015,MS,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,668,0.0
2015,MS,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,3,0.0
2015,AP,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,1,0.0
2012,PR,Masculino,Parda,Fora da força de trabalho,Não aplicável / Outros,35,0.0
2015,MT,Masculino,Amarela,Na força de trabalho,Não aplicável / Outros,4,0.0
2023,RJ,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,435,0.0
2014,MA,Feminino,Branca,Na força de trabalho,Não aplicável / Outros,841,0.0
2012,PA,Feminino,Amarela,Fora da força de trabalho,Não aplicável / Outros,2916,0.0
2012,SC,Feminino,Parda,Na força de trabalho,Não aplicável / Outros,3,0.0
2012,MS,Feminino,Amarela,Na força de trabalho,Não aplicável / Outros,13,0.0
2012,MS,Masculino,Amarela,Fora da força de trabalho,Não aplicável / Outros,6,0.0
2023,BA,Masculino,Preta,Na força de trabalho,Não aplicável / Outros,167,0.0
2015,RN,Masculino,Preta,Fora da força de trabalho,Não aplicável / Outros,81,0.0
