ano,sigla_uf,sexo,raca_cor,condicao_forca_trabalho,categoria_ocupacao,total_pessoas,rendimento_medio_trabalho
2018,TO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,6,1107.0
2018,TO,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,1700.0
2019,SE,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,8,1098.75
2022,RR,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,1212.0
2024,AM,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1412.0
2017,RS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,50,1173.46
2022,GO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,30,1571.33
2022,SE,Feminino,Branca,Na força de trabalho,Doméstico com carteira,3,1212.0
2017,RJ,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,937.0
2018,PE,Masculino,Parda,Na força de trabalho,Doméstico com carteira,1,975.0
2024,ES,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1412.0
2015,TO,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,788.0
2012,SE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,38,611.76
2012,RO,Feminino,Preta,Na força de trabalho,Doméstico com carteira,8,690.12
2023,PR,Masculino,Branca,Na força de trabalho,Doméstico com carteira,14,1756.43
2013,PE,Masculino,Preta,Na força de trabalho,Doméstico com carteira,3,659.33
2014,MA,Masculino,Preta,Na força de trabalho,Doméstico com carteira,4,687.0
2021,GO,Masculino,Branca,Na força de trabalho,Doméstico com carteira,6,1500.0
2017,PA,Feminino,Branca,Na força de trabalho,Doméstico com carteira,11,950.82
2019,RS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,42,1197.31
2019,SC,Feminino,Parda,Na força de trabalho,Doméstico com carteira,3,1363.33
2019,PI,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,20,1033.4
2019,AL,Feminino,Branca,Na força de trabalho,Doméstico com carteira,15,1138.8
2022,AC,Feminino,Branca,Na força de trabalho,Doméstico com carteira,10,1336.0
2018,SE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,1100.0
2021,DF,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,8,1500.0
2020,SE,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,1200.0
2021,MS,Feminino,Preta,Na força de trabalho,Doméstico com carteira,8,1712.5
2013,SC,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,1433.33
2023,MS,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,1,2000.0
2013,PA,Feminino,Branca,Na força de trabalho,Doméstico com carteira,14,779.57
2013,GO,Feminino,Branca,Na força de trabalho,Doméstico com carteira,45,815.09
2013,GO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,131,771.34
2016,PA,Masculino,Preta,Na força de trabalho,Doméstico com carteira,2,880.0
2014,RN,Feminino,Branca,Na força de trabalho,Doméstico com carteira,16,764.88
2017,RN,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1000.0
2017,CE,Masculino,Branca,Na força de trabalho,Doméstico com carteira,3,958.0
2017,MS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,87,1039.86
2020,ES,Feminino,Preta,Na força de trabalho,Doméstico com carteira,13,1213.46
2016,RN,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,880.0
2016,CE,Feminino,Branca,Na força de trabalho,Doméstico com carteira,22,988.18
2017,RR,Masculino,Branca,Na força de trabalho,Doméstico com carteira,4,868.5
2016,PI,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,880.0
2018,PI,Feminino,Preta,Na força de trabalho,Doméstico com carteira,3,980.67
2020,RR,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,2,1045.0
2012,PA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,57,635.86
2023,PB,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1320.0
2013,PI,Feminino,Preta,Na força de trabalho,Doméstico com carteira,8,683.25
2017,GO,Feminino,Preta,Na força de trabalho,Doméstico com carteira,19,1173.68
2017,PI,Feminino,Preta,Na força de trabalho,Doméstico com carteira,4,1027.75
2017,RJ,Feminino,Branca,Na força de trabalho,Doméstico com carteira,105,1222.4
2020,ES,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1450.0
2018,RR,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,24,1064.42
2018,RJ,Feminino,Preta,Na força de trabalho,Doméstico com carteira,85,1200.48
2024,SP,Masculino,Preta,Na força de trabalho,Doméstico com carteira,14,1968.86
2022,PA,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1212.0
2021,RO,Feminino,Preta,Na força de trabalho,Doméstico com carteira,3,900.0
2020,RS,Masculino,Branca,Na força de trabalho,Doméstico com carteira,6,1464.17
2024,AC,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,2000.0
2024,BA,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,1412.0
2024,PI,Feminino,Preta,Na força de trabalho,Doméstico com carteira,6,1438.67
2022,PB,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1212.0
2020,AP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,7,1045.0
2015,RJ,Masculino,Branca,Na força de trabalho,Doméstico com carteira,32,1343.25
2012,SE,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,1244.0
2023,RN,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,25,1306.0
2014,MA,Feminino,Preta,Na força de trabalho,Doméstico com carteira,13,751.15
2014,SC,Feminino,Branca,Na força de trabalho,Doméstico com carteira,179,1019.51
2017,PE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,74,940.76
2014,AP,Feminino,Branca,Na força de trabalho,Doméstico com carteira,4,1038.0
2017,AM,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,5,953.6
2017,RJ,Masculino,Branca,Na força de trabalho,Doméstico com carteira,25,1385.08
2018,TO,Masculino,Preta,Na força de trabalho,Doméstico com carteira,2,1227.0
2018,MS,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,1,954.0
2018,RO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,27,1004.52
2024,CE,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,5,2064.8
2016,PI,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,31,891.42
2024,ES,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,4,1806.0
2024,MT,Feminino,Preta,Na força de trabalho,Doméstico com carteira,13,1796.0
2019,RR,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,7,996.0
2024,PB,Feminino,Branca,Na força de trabalho,Doméstico com carteira,15,1445.33
2024,PB,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,1412.0
2021,PE,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,1200.0
2018,RJ,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,954.0
2014,TO,Feminino,Branca,Na força de trabalho,Doméstico com carteira,3,1149.33
2015,BA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,1140.0
2015,RJ,Masculino,Preta,Na força de trabalho,Doméstico com carteira,10,934.0
2012,SC,Feminino,Preta,Na força de trabalho,Doméstico com carteira,7,542.0
2015,AM,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,788.0
2023,PA,Feminino,Preta,Na força de trabalho,Doméstico com carteira,12,1376.67
2013,PA,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,800.0
2013,SC,Feminino,Preta,Na força de trabalho,Doméstico com carteira,8,972.25
2023,GO,Feminino,Branca,Na força de trabalho,Doméstico com carteira,38,1778.68
2023,DF,Masculino,Branca,Na força de trabalho,Doméstico com carteira,3,1600.0
2017,TO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,34,955.97
2016,MT,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,104,1089.64
2013,RR,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,19,718.21
2024,MA,Feminino,Preta,Na força de trabalho,Doméstico com carteira,11,1487.09
2021,SP,Masculino,Branca,Na força de trabalho,Doméstico com carteira,47,1474.45
2022,PI,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,7,1316.86
2019,ES,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,998.0
2019,AC,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,25,1022.4
2020,DF,Feminino,Preta,Na força de trabalho,Doméstico com carteira,9,1810.0
2015,PE,Masculino,Branca,Na força de trabalho,Doméstico com carteira,7,928.86
2015,AP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,8,1033.0
2012,BA,Feminino,Branca,Na força de trabalho,Doméstico com carteira,11,622.0
2012,PE,Masculino,Preta,Na força de trabalho,Doméstico com carteira,2,622.0
2012,SE,Feminino,Branca,Na força de trabalho,Doméstico com carteira,9,624.78
2023,SC,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,8,1667.5
2013,PA,Feminino,Preta,Na força de trabalho,Doméstico com carteira,9,699.56
2017,SP,Feminino,Preta,Na força de trabalho,Doméstico com carteira,57,1294.51
2013,RJ,Feminino,Preta,Na força de trabalho,Doméstico com carteira,104,988.8
2014,PA,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,812.0
2013,TO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,5,702.4
2016,MT,Masculino,Branca,Na força de trabalho,Doméstico com carteira,5,1132.0
2018,AM,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,32,991.94
2019,SE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,44,1020.16
2022,SP,Feminino,Parda,Na força de trabalho,Doméstico com carteira,5,2002.8
2022,RJ,Feminino,Branca,Na força de trabalho,Doméstico com carteira,74,1513.61
2022,MA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,20,1259.15
2020,AL,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,24,1058.75
2019,PB,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,29,989.93
2018,MT,Feminino,Branca,Na força de trabalho,Doméstico com carteira,20,1263.7
2022,MT,Masculino,Preta,Na força de trabalho,Doméstico com carteira,3,2033.33
2024,PR,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,2000.0
2016,AP,Feminino,Preta,Na força de trabalho,Doméstico com carteira,5,886.0
2015,PE,Feminino,Preta,Na força de trabalho,Doméstico com carteira,8,788.0
2012,SP,Feminino,Preta,Na força de trabalho,Doméstico com carteira,51,849.47
2012,RJ,Masculino,Preta,Na força de trabalho,Doméstico com carteira,5,900.0
2012,AP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,11,576.55
2013,SP,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,35,1007.91
2022,MG,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,167,1364.54
2019,RR,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,1166.0
2021,PA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,27,1150.19
2022,GO,Masculino,Parda,Na força de trabalho,Doméstico com carteira,1,1300.0
2019,RO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,32,1001.69
2014,TO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,34,719.41
2017,DF,Masculino,Preta,Na força de trabalho,Doméstico com carteira,8,1377.0
2015,MG,Masculino,Preta,Na força de trabalho,Doméstico com carteira,13,919.23
2015,MT,Feminino,Preta,Na força de trabalho,Doméstico com carteira,22,1078.68
2015,AC,Feminino,Branca,Na força de trabalho,Doméstico com carteira,13,857.15
2013,AL,Feminino,Preta,Na força de trabalho,Doméstico com carteira,10,723.1
2016,RO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,6,1056.67
2017,SC,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,48,1197.35
2017,PI,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,937.0
2019,MS,Feminino,Preta,Na força de trabalho,Doméstico com carteira,18,1211.0
2019,AL,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,58,1021.21
2024,RJ,Feminino,Preta,Na força de trabalho,Doméstico com carteira,65,1794.52
2018,SE,Feminino,Branca,Na força de trabalho,Doméstico com carteira,9,981.33
2018,PI,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,954.0
2019,AC,Feminino,Preta,Na força de trabalho,Doméstico com carteira,9,1026.56
2015,SC,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,40,987.02
2015,MS,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,6,1106.33
2012,PA,Feminino,Branca,Na força de trabalho,Doméstico com carteira,19,652.0
2023,PR,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,61,1713.13
2023,ES,Feminino,Branca,Na força de trabalho,Doméstico com carteira,24,1497.08
2023,PB,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,28,1454.29
2023,PA,Masculino,Preta,Na força de trabalho,Doméstico com carteira,4,1850.0
2016,BA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,49,907.12
2014,RO,Feminino,Preta,Na força de trabalho,Doméstico com carteira,2,437.0
2013,AP,Feminino,Branca,Na força de trabalho,Doméstico com carteira,4,678.0
2016,GO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,20,1292.6
2016,RN,Feminino,Branca,Na força de trabalho,Doméstico com carteira,17,922.35
2018,MS,Feminino,Preta,Na força de trabalho,Doméstico com carteira,10,901.6
2022,MT,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,2400.0
2016,SP,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,1060.0
2015,RO,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,880.0
2015,PB,Feminino,Preta,Na força de trabalho,Doméstico com carteira,5,875.8
2015,PE,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,788.0
2012,CE,Masculino,Preta,Na força de trabalho,Doméstico com carteira,2,622.0
2014,DF,Masculino,Branca,Na força de trabalho,Doméstico com carteira,9,1338.67
2023,SE,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,1,1320.0
2017,ES,Feminino,Branca,Na força de trabalho,Doméstico com carteira,49,1069.59
2016,TO,Masculino,Branca,Na força de trabalho,Doméstico com carteira,4,1035.0
2017,BA,Masculino,Preta,Na força de trabalho,Doméstico com carteira,5,1108.8
2018,MG,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,61,1323.54
2022,PR,Feminino,Branca,Na força de trabalho,Doméstico com carteira,61,1586.05
2016,RN,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,41,944.02
2021,SP,Feminino,Preta,Na força de trabalho,Doméstico com carteira,37,1522.7
2021,PR,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,64,1334.45
2018,RS,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,6,1214.0
2017,AL,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,63,955.67
2019,TO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,6,1399.0
2022,PI,Feminino,Preta,Na força de trabalho,Doméstico com carteira,2,1292.0
2018,PE,Feminino,Preta,Na força de trabalho,Doméstico com carteira,13,1078.92
2019,DF,Feminino,Não informado,Na força de trabalho,Doméstico com carteira,1,1238.0
2015,MT,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,29,1276.69
2023,SE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,22,1462.27
2016,RJ,Feminino,Preta,Na força de trabalho,Doméstico com carteira,111,1152.79
2013,BA,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,911.0
2016,SC,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,43,979.79
2016,SC,Feminino,Parda,Na força de trabalho,Doméstico com carteira,2,1750.0
2021,RS,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1200.0
2024,PA,Feminino,Branca,Na força de trabalho,Doméstico com carteira,6,1260.0
2015,RJ,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,39,1324.74
2015,AP,Feminino,Branca,Na força de trabalho,Doméstico com carteira,8,808.75
2023,MG,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,43,1584.93
2023,SP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,136,1774.69
2015,RN,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,44,871.64
2023,MT,Feminino,Preta,Na força de trabalho,Doméstico com carteira,19,1731.58
2016,MA,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,880.0
2012,RR,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,5,663.2
2016,PR,Masculino,Branca,Na força de trabalho,Doméstico com carteira,4,1850.0
2016,RS,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,10,1276.5
2014,CE,Masculino,Branca,Na força de trabalho,Doméstico com carteira,8,1018.0
2023,RO,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,1410.0
2017,AC,Feminino,Branca,Na força de trabalho,Doméstico com carteira,6,1085.33
2019,CE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,65,1122.45
2017,RR,Masculino,Preta,Na força de trabalho,Doméstico com carteira,2,1171.0
2018,CE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,53,1032.62
2020,AL,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,7,1090.0
2014,MT,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,724.0
2022,MG,Feminino,Preta,Na força de trabalho,Doméstico com carteira,71,1354.75
2019,TO,Feminino,Branca,Na força de trabalho,Doméstico com carteira,8,1261.5
2021,AM,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,1100.0
2020,TO,Feminino,Preta,Na força de trabalho,Doméstico com carteira,2,1002.5
2024,RN,Feminino,Branca,Na força de trabalho,Doméstico com carteira,8,1485.5
2024,MG,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,53,1883.06
2022,AP,Feminino,Branca,Na força de trabalho,Doméstico com carteira,2,1206.0
2021,RR,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,7,1314.29
2018,PE,Feminino,Parda,Na força de trabalho,Doméstico com carteira,2,987.5
2022,SE,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,2,2106.0
2016,AP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,17,912.94
2023,SC,Masculino,Branca,Na força de trabalho,Doméstico com carteira,13,1870.77
2014,RJ,Masculino,Preta,Na força de trabalho,Doméstico com carteira,7,913.43
2023,PI,Feminino,Preta,Na força de trabalho,Doméstico com carteira,2,1320.0
2013,MS,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,800.0
2014,RS,Masculino,Branca,Na força de trabalho,Doméstico com carteira,24,1132.17
2017,CE,Feminino,Branca,Na força de trabalho,Doméstico com carteira,11,1161.18
2023,RS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,1500.0
2013,TO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,24,747.5
2013,RO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,1,1700.0
2020,MT,Feminino,Branca,Na força de trabalho,Doméstico com carteira,14,1239.29
2022,SC,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,2414.0
2019,MG,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,1200.0
2019,DF,Masculino,Preta,Na força de trabalho,Doméstico com carteira,3,1516.67
2024,PI,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,20,1383.4
2021,SC,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,1500.0
2012,MT,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,7,867.43
2015,AC,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,788.0
2023,PA,Feminino,Branca,Na força de trabalho,Doméstico com carteira,11,1336.36
2014,PI,Feminino,Branca,Na força de trabalho,Doméstico com carteira,4,633.5
2019,AM,Feminino,Branca,Na força de trabalho,Doméstico com carteira,4,1099.0
2022,RS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,38,1504.89
2018,AC,Feminino,Branca,Na força de trabalho,Doméstico com carteira,8,969.38
2017,MG,Feminino,Preta,Na força de trabalho,Doméstico com carteira,72,1152.81
2024,RN,Feminino,Preta,Na força de trabalho,Doméstico com carteira,2,1412.0
2021,AP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,7,1100.0
2019,GO,Feminino,Preta,Na força de trabalho,Doméstico com carteira,29,1134.28
2022,GO,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,1800.0
2012,MT,Feminino,Branca,Na força de trabalho,Doméstico com carteira,29,793.0
2016,PB,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,38,912.11
2016,GO,Masculino,Preta,Na força de trabalho,Doméstico com carteira,5,1052.0
2024,SE,Feminino,Preta,Na força de trabalho,Doméstico com carteira,7,2222.86
2019,RS,Masculino,Branca,Na força de trabalho,Doméstico com carteira,15,1348.8
2024,DF,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,9,1726.22
2018,PB,Feminino,Parda,Na força de trabalho,Doméstico com carteira,2,954.0
2016,DF,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,700.0
2015,RJ,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,228,1021.02
2012,BA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,1500.0
2023,RJ,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,93,1545.77
2014,RS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,52,857.19
2014,RR,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,4,743.0
2018,MS,Masculino,Branca,Na força de trabalho,Doméstico com carteira,9,1463.11
2016,CE,Masculino,Preta,Na força de trabalho,Doméstico com carteira,3,913.33
2018,RS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,38,1067.68
2022,ES,Feminino,Preta,Na força de trabalho,Doméstico com carteira,25,1405.88
2019,MA,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,1299.0
2020,RN,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,9,1119.78
2019,RR,Feminino,Preta,Na força de trabalho,Doméstico com carteira,4,979.0
2024,AL,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,54,1464.44
2021,PE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,1100.0
2019,RN,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,998.0
2013,AM,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,700.0
2012,PI,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,37,614.54
2012,RN,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,42,662.71
2014,DF,Feminino,Branca,Na força de trabalho,Doméstico com carteira,47,1018.09
2014,PA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,75,768.19
2014,SP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,221,1001.66
2014,CE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,55,738.11
2013,AL,Feminino,Branca,Na força de trabalho,Doméstico com carteira,13,760.38
2016,PB,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,880.0
2016,GO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,126,1022.82
2020,SP,Masculino,Branca,Na força de trabalho,Doméstico com carteira,28,1421.61
2019,MA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,46,1010.85
2022,PE,Feminino,Preta,Na força de trabalho,Doméstico com carteira,16,1335.88
2020,MA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,20,1018.5
2020,RO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,14,1036.0
2019,MS,Masculino,Branca,Na força de trabalho,Doméstico com carteira,5,1870.0
2015,CE,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,61,799.89
2015,SP,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,249,1062.24
2015,SC,Masculino,Branca,Na força de trabalho,Doméstico com carteira,21,1390.86
2023,TO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,25,1450.4
2023,RS,Masculino,Branca,Na força de trabalho,Doméstico com carteira,8,1728.75
2014,GO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,1,1400.0
2014,AM,Feminino,Branca,Na força de trabalho,Doméstico com carteira,7,763.71
2013,SC,Masculino,Branca,Na força de trabalho,Doméstico com carteira,13,1121.85
2016,RR,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,1,880.0
2014,AP,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,1014.67
2021,RS,Masculino,Branca,Na força de trabalho,Doméstico com carteira,8,1315.62
2021,PB,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1100.0
2020,RS,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1045.0
2022,BA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,34,1240.59
2019,RJ,Masculino,Preta,Na força de trabalho,Doméstico com carteira,15,1439.33
2018,GO,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,2,1127.0
2019,BA,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,998.0
2024,AP,Feminino,Preta,Na força de trabalho,Doméstico com carteira,3,1412.0
2015,PA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,73,817.66
2015,MT,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,113,907.21
2013,GO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,22,1096.82
2016,PR,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,13,1353.85
2018,MS,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,954.0
2021,MG,Feminino,Branca,Na força de trabalho,Doméstico com carteira,76,1162.34
2024,MA,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,31,1456.61
2022,PB,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,1212.0
2024,BA,Feminino,Preta,Na força de trabalho,Doméstico com carteira,28,1544.57
2022,MS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,61,1459.38
2019,AP,Feminino,Parda,Na força de trabalho,Doméstico com carteira,1,998.0
2021,RJ,Feminino,Não informado,Na força de trabalho,Doméstico com carteira,1,1500.0
2020,MS,Masculino,Preta,Na força de trabalho,Doméstico com carteira,1,1700.0
2021,MT,Feminino,Preta,Na força de trabalho,Doméstico com carteira,19,1447.37
2020,DF,Masculino,Branca,Na força de trabalho,Doméstico com carteira,4,1533.25
2015,RS,Feminino,Preta,Na força de trabalho,Doméstico com carteira,41,1045.93
2012,SC,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,32,754.06
2012,DF,Masculino,Branca,Na força de trabalho,Doméstico com carteira,4,1636.0
2012,RJ,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,261,795.62
2012,RO,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,3,640.67
2014,BA,Masculino,Amarela,Na força de trabalho,Doméstico com carteira,13,740.31
2014,SP,Masculino,Branca,Na força de trabalho,Doméstico com carteira,72,1074.0
2014,SP,Feminino,Branca,Na força de trabalho,Doméstico com carteira,299,975.21
2013,RJ,Masculino,Branca,Na força de trabalho,Doméstico com carteira,24,982.54
2014,RO,Feminino,Não informado,Na força de trabalho,Doméstico com carteira,1,724.0
2014,AC,Masculino,Branca,Na força de trabalho,Doméstico com carteira,1,725.0
2018,AL,Masculino,Branca,Na força de trabalho,Doméstico com carteira,3,1118.0
2018,ES,Feminino,Branca,Na força de trabalho,Doméstico com carteira,38,1095.45
2018,RJ,Masculino,Preta,Na força de trabalho,Doméstico com carteira,16,1386.38
2018,MS,Feminino,Amarela,Na força de trabalho,Doméstico com carteira,2,760.0
2018,SE,Masculino,Branca,Na força de trabalho,Doméstico com carteira,2,1000.0
2019,GO,Masculino,Preta,Na força de trabalho,Doméstico com carteira,8,1337.0
